순위,업소명,주소,분류,합산 검색 수
1,스타벅스구의DT점,서울 광진구 광나루로 519-0,카페/찻집,32467
2,피자힐,서울 광진구 워커힐로 177-0,간이음식,23314
3,송림식당[한식],서울 광진구 자양번영로 79-0,한식,20924
4,신토불이떡볶이,서울 광진구 자양로43길 42-0,간이음식,19696
5,VIPS어린이대공원점,서울 광진구 광나루로 410-0,외국식,16582
6,명월관,서울 광진구 워커힐로 177-0,한식,10606
7,멕시칼리,서울 광진구 능동로36길 181-0,외국식,8095
8,아웃백스테이크하우스건대스타시티점,서울 광진구 능동로 92-0,외국식,7666
9,망향비빔국수광진구점,서울 광진구 천호대로 694-0,한식,7521
10,함흥본가면옥,서울 광진구 광나루로 456-0,한식,7420
11,가온,서울 광진구 아차산로78길 75-0,한식,7325
12,청와옥군자역직영점,서울 광진구 천호대로 562-0,한식,7218
13,라구뜨,서울 광진구 능동로 90-0,외국식,6197
14,건대양꼬치거리,서울 광진구,기타음식,6126
15,서북면옥,서울 광진구 자양로 199-1,한식,6102
16,하이디라오건대지점,서울 광진구 능동로 110-0,외국식,5733
17,장군갈비,서울 광진구 용마산로 11-0,한식,5253
18,원조할아버지손두부,서울 광진구 자양로 324-0,한식,5030
19,영미오리탕,서울 광진구 동일로60길 53-0,한식,4762
20,탐앤탐스블랙그레이트점,서울 광진구 아차산로 426-0,카페/찻집,4604
21,송화산시도삭면,서울 광진구 뚝섬로27길 48-0,외국식,4507
22,더뷔페,서울 광진구 워커힐로 177-0,외국식,4476
23,맥도날드어린이대공원점,서울 광진구 광나루로 392-0,간이음식,3812
24,호야본점,서울 광진구 능동로13길 39-0,외국식,3700
25,소문난숯불구이,서울 광진구 자양번영로 28-0,한식,3416
26,신토불이떡볶이본점,서울 광진구 자양로43길 42-0,간이음식,3408
27,짬뽕지존아차산역점 [중식],서울 광진구 천호대로 682-0,외국식,3203
28,신선설농탕광나루역점,서울 광진구 천호대로 813-0,한식,3173
29,스타벅스광나루점,서울 광진구 아차산로 607-0,카페/찻집,3073
30,탐앤탐스탐스커버리건대점,서울 광진구 아차산로 236-0,카페/찻집,3059
31,스타벅스구의역점,서울 광진구 아차산로 373-0,카페/찻집,2944
32,맥도날드구의역,서울 광진구 아차산로 376-0,간이음식,2922
33,신선설농탕자양점,서울 광진구 자양로 139-0,한식,2895
34,애슐리퀸즈강변점,서울 광진구 광나루로56길 85-0,외국식,2812
35,양촌리생삼겹살,서울 광진구 아차산로 482-0,한식,2804
36,메이탄구의점 [중식],서울 광진구 광나루로 590-0,외국식,2801
37,대가식당,서울 광진구 광나루로 596-0,한식,2787
38,후문카페,서울 광진구 능동로36길 183-0,카페/찻집,2720
39,스타벅스군자역점,서울 광진구 천호대로 548-0,카페/찻집,2689
40,콩예원,서울 광진구 아차산로78길 75-0,한식,2629
41,종로상회동서울본사직영점,서울 광진구 광나루로 619-0,한식,2569
42,뽀빠이기사식당,서울 광진구 긴고랑로 17-1,한식,2525
43,도치피자강변점,서울 광진구 아차산로62길 14-4,간이음식,2454
44,모두랑분식,서울 광진구 자양로28길 24-0,간이음식,2450
45,감성타코건대점,서울 광진구 능동로13길 39-0,외국식,2409
46,체리커피,서울 광진구 능동로 284-0,카페/찻집,2352
47,범가[중식],서울 광진구 광장로 58-1,외국식,2295
48,스시텐강변점,서울 광진구 구의강변로 86-0,외국식,2294
49,카페드노보,서울 광진구 아차산로78길 157-0,카페/찻집,2279
50,모모랑라이더카페,서울 광진구 동일로 341-0,카페/찻집,2263
51,바르미샤브샤브앤칼국수구의점,서울 광진구 아차산로 471-0,외국식,2259
52,스타벅스어린이대공원역점,서울 광진구 능동로 243-0,카페/찻집,2254
52,중일가든,서울 광진구 아차산로76가길 4-0,한식,2254
54,스시토푸,서울 광진구 아차산로 612-0,외국식,2244
55,대게나라광장점,서울 광진구 천호대로 611-0,외국식,2235
55,스타벅스강변역점,서울 광진구 구의강변로 64-0,카페/찻집,2235
57,빈앤빈즈,서울 광진구 아차산로 639-0,카페/찻집,2200
58,이이요[일식],서울 광진구 능동로32길 6-0,외국식,2186
59,설빙건대직영2호점,서울 광진구 아차산로 230-0,카페/찻집,2136
60,우성식당,서울 광진구 자양번영로 60-1,한식,2079
61,버거킹군자능동점,서울 광진구 능동로 245-0,간이음식,2005
62,매화반점건대점 [중식],서울 광진구 동일로18길 96-0,외국식,1958
63,이화만두,서울 광진구 능동로 278-1,한식,1949
64,보난자커피군자점,서울 광진구 능동로 239-0,카페/찻집,1922
