유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
서울특별시 성동구 , 서울특별시 광진구,13.2,1
서울특별시 강남구 , 서울특별시 광진구,10.5,1
서울특별시 송파구 , 서울특별시 광진구,9.6,1
서울특별시 강동구 , 서울특별시 광진구,5.9,1
서울특별시 동대문구 , 서울특별시 광진구,5.7,1
서울특별시 중랑구 , 서울특별시 광진구,5.3,1
경기도 남양주시 , 서울특별시 광진구,5.1,1
경기도 구리시 , 서울특별시 광진구,3.8,1
서울특별시 서초구 , 서울특별시 광진구,3.3,1
경기도 하남시 , 서울특별시 광진구,3.2,1
서울특별시 노원구 , 서울특별시 광진구,2.4,1
서울특별시 용산구 , 서울특별시 광진구,2.3,1
서울특별시 중구 , 서울특별시 광진구,2.0,1
서울특별시 성북구 , 서울특별시 광진구,1.9,1
경기도 성남시 분당구 , 서울특별시 광진구,1.6,1
서울특별시 영등포구 , 서울특별시 광진구,1.4,1
서울특별시 마포구 , 서울특별시 광진구,1.3,1
서울특별시 종로구 , 서울특별시 광진구,1.3,1
경기도 의정부시 , 서울특별시 광진구,1.1,1
서울특별시 도봉구 , 서울특별시 광진구,0.9,1
 서울특별시 광진구,서울특별시 강남구,12.1,2
 서울특별시 광진구,서울특별시 송파구,10.0,2
 서울특별시 광진구,서울특별시 성동구,9.3,2
 서울특별시 광진구,경기도 남양주시,8.9,2
 서울특별시 광진구,경기도 하남시,5.4,2
 서울특별시 광진구,서울특별시 동대문구,5.1,2
 서울특별시 광진구,서울특별시 강동구,4.8,2
 서울특별시 광진구,경기도 구리시,3.7,2
 서울특별시 광진구,서울특별시 중구,3.4,2
 서울특별시 광진구,서울특별시 중랑구,3.2,2
 서울특별시 광진구,서울특별시 서초구,2.7,2
 서울특별시 광진구,서울특별시 용산구,2.5,2
 서울특별시 광진구,서울특별시 종로구,1.6,2
 서울특별시 광진구,서울특별시 노원구,1.5,2
 서울특별시 광진구,서울특별시 마포구,1.4,2
 서울특별시 광진구,경기도 성남시 분당구,1.3,2
 서울특별시 광진구,서울특별시 영등포구,1.2,2
 서울특별시 광진구,경기도 양평군,1.1,2
 서울특별시 광진구,서울특별시 성북구,1.1,2
 서울특별시 광진구,경기도 광주시,1.0,2
