순위,업소명,주소,분류,합산 검색 수
1,가보정갈비본관(1관),경기 수원시 팔달구 장다리로 282-0,한식,80637
2,본수원갈비본점,경기 수원시 팔달구 중부대로223번길 41-0,한식,65984
3,유치회관본점,경기 수원시 팔달구 효원로292번길 67-0,한식,59740
4,이나경송탄부대찌개,경기 수원시 팔달구 효원로307번길 47-0,외국식,22321
5,빕스아주대점,경기 수원시 팔달구 중부대로 233-0,외국식,20473
6,긴자수원인계점 [일식],경기 수원시 팔달구 경수대로 494-0,외국식,18980
7,스타벅스수원인계DT점,경기 수원시 팔달구 인계로94번길 3-0,카페/찻집,18262
8,스타벅스동수원DT점,경기 수원시 팔달구 중부대로 161-0,카페/찻집,16333
9,맥도날드수원인계DT점,경기 수원시 팔달구 권광로 261-0,간이음식,15344
10,이모네손칼국수,경기 수원시 팔달구 중부대로223번길 20-7,한식,14150
11,버거킹수원인계DT점,경기 수원시 팔달구 경수대로 501-0,간이음식,13811
12,마포본가본점,경기 수원시 팔달구 경수대로519번길 10-0,한식,13062
13,맥도날드수원화성DT점,경기 수원시 팔달구 경수대로 676-0,간이음식,11553
14,로마경양식,경기 수원시 팔달구 경수대로 549-0,외국식,11540
15,달보드레[한식],경기 수원시 팔달구 월드컵로 310-0,한식,10516
16,스타벅스수원KBS DT점,경기 수원시 팔달구 권광로 265-0,카페/찻집,9055
17,수원통닭골목,경기 수원시 팔달구,기타음식,9008
18,태화장본점,경기 수원시 팔달구 아주로13번길 22-0,한식,8347
19,가보정갈비2관,경기 수원시 팔달구 장다리로 281-0,한식,8327
20,오리대가,경기 수원시 팔달구 경수대로565번길 27-0,외국식,8298
21,카페메이븐,경기 수원시 팔달구 창룡대로74번길 15-0,카페/찻집,8259
22,스타벅스수원경수인계DT점,경기 수원시 팔달구 경수대로 499-0,카페/찻집,7930
23,연포갈비,경기 수원시 팔달구 정조로906번길 56-1,한식,7173
24,KFC수원인계DT점,경기 수원시 팔달구 인계로 98-0,간이음식,7105
25,박군자진주냉면수원본점,경기 수원시 팔달구 효원로307번길 26-0,한식,7077
26,평장원,경기 수원시 팔달구 중부대로 22-13,한식,6961
27,백청우칼국수,경기 수원시 팔달구 장다리로 253-0,한식,6893
