순위,관광지명,주소,분류,현지인 검색 수
1,통도사,경남 양산시 통도사로 108-0,종교성지,28598
2,롯데몰진주점,경남 진주시 동진로 440-0,쇼핑몰,24517
3,사천공항,경남 사천시 사천대로 1971-0,교통시설,20942
4,양산농수산물종합유통센터,경남 양산시 양산대로 377-0,시장,15133
5,연지공원,경남 김해시 금관대로1368번길 7-0,도시공원,13585
6,통영중앙전통시장,경남 통영시 중앙시장1길 14-16,시장,13233
7,상남시장,경남 창원시 성산구 마디미로 28-0,시장,12609
8,가야CC,경남 김해시 인제로 502-0,육상레저스포츠,11597
9,양산남부시장,경남 양산시 중앙로 133-0,시장,11492
10,한화리조트거제벨버디어,경남 거제시 거제북로 2501-40,콘도미니엄,11247
11,라피에스타양산,경남 양산시 증산역로 177-0,쇼핑몰,10416
12,소노캄거제,경남 거제시 거제대로 2660-0,콘도미니엄,10388
13,황산문화체육공원,경남 양산시,도시공원,10209
14,고현종합시장,경남 거제시 거제중앙로 1883-2,시장,9967
15,가음정시장,경남 창원시 성산구 대정로35번길 4-1,시장,9924
16,진해루,경남 창원시 진해구 진희로 146-0,랜드마크관광,9315
17,마산어시장,경남 창원시 마산합포구 복요리로 7-0,시장,9199
18,바람의언덕,경남 거제시,기타문화관광지,9029
19,매미성,경남 거제시 복항길 0-0,역사유적지,8811
20,덕계종합상설시장,경남 양산시 덕계2길 7-0,시장,8517
21,그랜드머큐어앰버서더호텔,경남 창원시 성산구 원이대로 332-0,호텔,8124
22,마금산원탕보양온천,경남 창원시 의창구 천주로 1167-0,웰니스관광,8066
23,마산로봇랜드,경남 창원시 마산합포구 로봇랜드로 250-0,기타관광,7778
24,아이스퀘어호텔,경남 김해시 김해대로 2360-0,호텔,7641
25,창원축구센터,경남 창원시 성산구 비음로 97-0,레저스포츠시설,7616
26,용원어시장,경남 창원시 진해구 용원동로 0-0,시장,7489
27,오슬로파크양산,경남 양산시 범구로 14-0,쇼핑몰,7269
28,화개장터,경남 하동군 쌍계로 17-0,시장,6977
29,거제정글돔,경남 거제시 거제남서로 3595-0,테마공원,6898
30,거제파노라마케이블카,경남 거제시 거제중앙로 288-0,기타레저스포츠,6817
31,통도파인이스트CC,경남 양산시 신평남부길 78-130,육상레저스포츠,6714
32,양산CC,경남 양산시 충렬로 687-0,육상레저스포츠,6591
33,롯데시네마양산물금,경남 양산시 백호로 68-0,공연시설,6572
34,학동흑진주몽돌해변,경남 거제시 학동6길 18-1,자연경관(하천/해양),6521
35,롯데스카이힐김해컨트리클럽,경남 김해시 고모로134번길 54-49,육상레저스포츠,6514
36,장유대청계곡,경남 김해시,자연경관(산),6410
37,독일마을,경남 남해군 독일로 92-0,기타관광,6317
38,창원컨벤션센터,경남 창원시 성산구 원이대로 362-0,전시시설,6098
39,진주중앙시장,경남 진주시 중앙시장길 21-0,시장,6068
40,삼천포용궁수산시장,경남 사천시 어시장길 64-0,시장,6029
41,CGV진주혁신,경남 진주시 에나로127번길 30-0,공연시설,5723
42,삼천포항,경남 사천시 어시장길 24-5,자연경관(하천/해양),5700
43,정산CC,경남 김해시 서부로1637번길 299-194,육상레저스포츠,5570
44,황산문화체육공원국민여가캠핑장,경남 양산시 낙동로 295-19,캠핑,5549
45,부경축산물주촌도매시장,경남 김해시 서부로1403번길 23-40,시장,5535
46,경상남도수목원,경남 진주시 수목원로 386-0,자연공원,5514
47,명서시장,경남 창원시 의창구 명서로116번길 22-0,시장,5507
48,주남저수지,경남 창원시 의창구,자연경관(하천/해양),5483
49,용원골프클럽,경남 창원시 진해구 가주로 133-0,육상레저스포츠,5427
50,상남분수광장,경남 창원시 성산구,도시공원,5420
51,에이원CC,경남 양산시 덕명로 190-0,육상레저스포츠,5300
52,CGV김해율하,경남 김해시 율하2로 111-0,공연시설,5236
53,마산야구장,경남 창원시 마산회원구 삼호로 63-0,레저스포츠시설,5221
54,다이아몬드CC,경남 양산시 공원로 305-391,육상레저스포츠,4993
55,통영여객선터미널,경남 통영시 통영해안로 234-0,교통시설,4915
56,롯데프리미엄아울렛김해점,경남 김해시 장유로 469-0,쇼핑몰,4898
57,김해가야테마파크,경남 김해시 가야테마길 161-0,테마공원,4845
58,양산타워,경남 양산시 강변로 264-0,랜드마크관광,4740
59,진해해양공원,경남 창원시 진해구 명동로 62-0,도시공원,4736
60,동부산CC,경남 양산시 매곡외산로 282-0,육상레저스포츠,4724
61,강주연못,경남 진주시,자연경관(하천/해양),4710
62,법기수원지,경남 양산시 법기로 198-13,자연경관(하천/해양),4709
63,진주농산물도매시장,경남 진주시 남강로 1689-0,시장,4678
64,김해문화의전당,경남 김해시 김해대로 2060-0,공연시설,4655
65,아라미르CC,경남 창원시 진해구 수제로 36-0,육상레저스포츠,4651
66,클레이아크미술관,경남 김해시 진례로 275-51,전시시설,4649
67,반송시장,경남 창원시 성산구 원이대로473번길 20-11,시장,4599
68,인터내셔널호텔,경남 창원시 성산구 중앙대로 69-0,호텔,4553
69,양산동원로얄CC,경남 양산시 어실로 380-45,육상레저스포츠,4231
70,창원국제사격장,경남 창원시 의창구 사림로99번길 63-0,육상레저스포츠,4182
71,경남문화예술회관,경남 진주시 강남로 215-0,공연시설,4076
72,김해롯데워터파크본관,경남 김해시 장유로 555-0,테마공원,4041
73,성산아트홀,경남 창원시 성산구 중앙대로 181-0,공연시설,4025
74,쌍계사,경남 하동군 쌍계사길 59-0,종교성지,4007
75,성주사,경남 창원시 성산구 곰절길 191-0,종교성지,3995
76,CGV김해,경남 김해시 내외중앙로 137-0,공연시설,3978
77,광암해수욕장,경남 창원시 마산합포구,자연경관(하천/해양),3977
78,김해상록CC,경남 김해시 김해대로974번길 198-0,육상레저스포츠,3975
79,보리암,경남 남해군 보리암로 665-0,종교성지,3949
80,삼덕항,경남 통영시,자연경관(하천/해양),3940
81,장미공원,경남 창원시 성산구,도시공원,3927
82,용지호수공원,경남 창원시 성산구,도시공원,3920
83,김해천문대,경남 김해시 가야테마길 254-0,기타관광,3866
83,노무현대통령생가,경남 김해시 봉하로 129-0,역사유적지,3866
85,김해농수산물종합유통센터,경남 김해시 칠산로 128-0,시장,3790
86,동훈힐마루CC,경남 창녕군 영산계성로 469-195,육상레저스포츠,3773
87,진해중앙시장,경남 창원시 진해구,시장,3755
88,금호리조트통영마리나,경남 통영시 큰발개1길 33-0,콘도미니엄,3738
89,한려수도조망케이블카,경남 통영시 발개로 205-0,기타관광,3731
90,리더스CC,경남 밀양시 활성로 455-0,육상레저스포츠,3700
91,거제숲소리공원,경남 거제시,도시공원,3669
92,거북공원,경남 김해시,도시공원,3652
93,수리공원,경남 김해시,도시공원,3598
94,롯데시네마진해,경남 창원시 진해구 진해대로 752-0,공연시설,3576
95,내원사,경남 양산시 내원로 207-0,종교성지,3569
96,해인사,경남 합천군 해인사길 122-0,종교성지,3556
97,김해낙동강레일파크,경남 김해시 마사로473번길 41-0,기타관광,3546
98,롯데시네마프리미엄진주,경남 진주시 진양호로 521-0,공연시설,3332
99,표충사,경남 밀양시 표충로 1338-0,종교성지,3267
100,북면수변생태공원,경남 창원시 의창구 천주로 0-0,도시공원,3227
