연령대,남성방문 비율,여성방문 비율
70세 이상,2.6,3.1
60~69세,6.3,7.0
50~59세,7.9,7.9
40~49세,8.6,6.3
30~39세,9.8,6.8
20~29세,14.6,12.1
10~19세,3.5,2.8
