연령대,남성방문 비율,여성방문 비율
70세 이상,2.5,0.7
60~69세,8.2,3.2
50~59세,16.8,7.4
40~49세,14.3,8.0
30~39세,14.5,5.5
20~29세,11.4,4.3
10~19세,1.3,1.4
