순위,업소명,주소,분류,외지인 검색 수
1,맥도날드울산삼산DT점,울산 남구 화합로 201-0,간이음식,7400
2,스타벅스울산중리사거리DT점,울산 남구 돋질로 310-0,카페/찻집,7242
3,아웃백스테이크하우스삼산점,울산 남구 삼산로 231-0,외국식,7140
4,함양집본점,울산 남구 중앙로208번길 12-0,한식,5882
5,미진돌곱창,울산 남구 남산로26번길 3-0,외국식,4895
6,맥도날드울산삼산로DT점,울산 남구 삼산로 230-0,간이음식,4680
7,스타벅스울산남구청DT점,울산 남구 번영로 215-0,카페/찻집,4296
8,스타벅스울산신정DT점,울산 남구 문수로 435-0,카페/찻집,4260
9,스타벅스울산도산사거리DT점,울산 남구 번영로 59-0,카페/찻집,4157
10,스타벅스울산시청사거리DT점,울산 남구 중앙로 180-0,카페/찻집,3790
11,달동쭈꾸미,울산 남구 삼산로 141-0,외국식,3780
12,아키라,울산 남구 왕생로62번길 15-1,외국식,3497
13,맥도날드울산옥동DT점,울산 남구 문수로423번길 2-0,간이음식,3304
14,울산언양불고기,울산 남구 월평로 205-0,한식,3264
15,외식명가삼산점,울산 남구 화합로 154-0,한식,3262
16,만파식적삼산점,울산 남구 남중로 91-0,한식,3243
17,한우클라쓰,울산 남구 정동로86번길 18-0,한식,3184
18,홍익돈까스울산직영점,울산 남구 돋질로 419-0,외국식,2990
19,블랙업커피옥동점,울산 남구 법대로14번길 21-0,카페/찻집,2968
20,스타벅스울산신복점,울산 남구 대학로 152-0,카페/찻집,2719
21,금강산삼계탕,울산 남구 번영로150번길 27-0,한식,2665
22,맥도날드울산SK DT점,울산 남구 중앙로 126-0,간이음식,2637
23,착한물고기생선구이울산달동점,울산 남구 삼산중로 24-0,한식,2610
24,녹돈당울산점,울산 남구 꽃대나리로 23-0,한식,2567
25,맥도날드울산옥현점,울산 남구 옥현로58번길 4-0,간이음식,2537
26,이중생업,울산 남구 삼산로266번길 5-1,외국식,2216
27,매운수제비,울산 남구 돋질로350번길 14-0,한식,2210
28,정칼국수,울산 남구 왕생로62번길 11-0,한식,2190
29,싱귤러커피울산본점,울산 남구 대학로1번길 3-35,카페/찻집,2170
30,제1능이버섯,울산 남구 남중로108번길 33-0,한식,2162
31,와사비,울산 남구 정동로 117-0,외국식,2157
32,헤이다이닝,울산 남구 돋질로312번길 7-0,외국식,2116
33,경복궁울산삼산점 [한식],울산 남구 산업로 595-0,한식,2095
34,우시산함양집달동점,울산 남구 삼산로228번길 19-0,한식,2042
35,고반식당삼산점,울산 남구 달삼로 41-0,한식,2031
36,문가전통콩나물교실울산본점,울산 남구 꽃대나리로 59-0,한식,2025
37,삿뽀로울산점,울산 남구 산업로 595-0,외국식,2014
38,완도참전복,울산 남구 남중로94번길 13-0,외국식,1969
39,무거면옥,울산 남구 돋질로 380-0,한식,1945
40,부라더고깃집,울산 남구 달삼로 57-0,한식,1918
41,오발탄울산점,울산 남구 삼산중로100번길 28-0,외국식,1909
42,삼산밀면전문점,울산 남구 산업로625번길 24-28,한식,1897
43,버거킹울산신정FS점,울산 남구 봉월로 97-0,간이음식,1887
44,이어도,울산 남구 달삼로76번길 5-0,외국식,1811
45,한국엔지니어링플라스틱,울산 남구 장생포고래로 84-0,기타음식,1794
46,돋질로[한식],울산 남구 문수로327번길 14-0,한식,1771
47,게스트로,울산 남구 삼산중로84번길 11-13,외국식,1745
48,투썸플레이스울산시청점,울산 남구 중앙로 163-0,카페/찻집,1736
49,윤연당,울산 남구 삼산로122번길 9-1,간이음식,1676
50,밀면전문점,울산 남구 번영로234번길 10-0,간이음식,1639
51,샬로우커피,울산 남구 달삼로23번길 8-0,카페/찻집,1617
52,행루즈버거,울산 남구 월평로187번길 14-0,간이음식,1604
53,촌놈밥집삼산점,울산 남구 정동로20번길 15-0,한식,1589
54,차일품한정식[한식],울산 남구 화합로178번길 13-0,한식,1587
55,미강식당,울산 남구 번영로84번길 5-0,한식,1584
56,누마루,울산 남구 대학로169번길 2-0,외국식,1580
57,압구정한우국밥,울산 남구 달삼로 66-0,한식,1561
58,소대장,울산 남구 문수로352번길 16-0,한식,1524
59,맥도날드울산달동점,울산 남구 신정로 37-0,간이음식,1509
60,함경면옥,울산 남구 돋질로183번길 24-0,한식,1483
61,스타벅스울산옥동점,울산 남구 문수로 329-0,카페/찻집,1471
62,삼태육경회타운,울산 남구 남중로 104-0,외국식,1466
63,아니마,울산 남구 왕생로66번길 13-0,외국식,1454
