연령대,남성방문 비율,여성방문 비율
70세 이상,4.1,4.6
60~69세,12.6,10.4
50~59세,15.6,16.0
40~49세,8.9,7.0
30~39세,5.2,4.4
20~29세,4.1,4.0
10~19세,1.0,1.1
