순위,관광지명,주소,분류,외지인 검색 수
1,우림시장,서울 중랑구 망우로62길 52-4,시장,21561
2,용마폭포공원,서울 중랑구 용마산로 250-12,도시공원,16829
3,CGV상봉,서울 중랑구 상봉로 131-0,공연시설,13568
4,중랑동부시장,서울 중랑구 중랑천로10길 57-0,시장,11832
5,동원시장,서울 중랑구 면목로74길 45-0,시장,11308
6,중랑숲캠핑장,서울 중랑구 망우로87길 110-0,캠핑,11263
7,메가박스상봉,서울 중랑구 망우로30길 3-0,공연시설,9784
8,태릉시장,서울 중랑구 동일로129길 35-0,시장,8667
9,롯데시네마중랑,서울 중랑구 동일로 951-0,공연시설,8613
10,면목시장,서울 중랑구 면목로37길 5-0,시장,5971
11,서울장미축제,서울 중랑구,기타문화관광지,3638
12,호텔드씨엘,서울 중랑구 동일로 866-0,호텔,3547
13,제일프라자,서울 중랑구 동일로143길 19-0,쇼핑몰,3035
14,용마랜드,서울 중랑구 망우로70길 118-0,테마공원,2270
15,용마폭포공원축구장,서울 중랑구 용마산로 250-12,레저스포츠시설,2258
16,서울특별시교육청과학전시관동부분관,서울 중랑구 면목로23길 20-0,전시시설,2180
17,테마호텔,서울 중랑구 망우로52길 8-0,모텔,2161
18,서울장미공원,서울 중랑구,도시공원,2097
19,삼룡사,서울 중랑구 용마산로112나길 41-0,종교성지,1970
20,호텔스타상봉점,서울 중랑구 망우로58길 8-0,호텔,1932
21,메이호텔,서울 중랑구 망우로52길 28-0,모텔,1779
22,신내차량기지축구장,서울 중랑구 용마산로136길 33-0,레저스포츠시설,1645
23,그레이튼호텔,서울 중랑구 상봉로28길 7-0,모텔,1602
24,칼튼호텔,서울 중랑구 상봉로26길 23-0,모텔,1548
25,장안제일시장,서울 중랑구 동일로96길 20-0,시장,1544
26,용마프라자,서울 중랑구 봉우재로71길 18-0,쇼핑몰,1529
27,사가정공원,서울 중랑구,도시공원,1378
28,버스호텔,서울 중랑구 망우로52길 22-7,모텔,1342
29,호텔샐몬,서울 중랑구 망우로 230-0,모텔,1268
30,중랑아트센터,서울 중랑구 망우로 353-0,전시시설,1215
31,동아방재,서울 중랑구 용마산로 457-0,기타쇼핑시설,1182
32,르블랑,서울 중랑구 동일로 961-0,모텔,1098
33,라코지스테이서울,서울 중랑구 망우로 232-0,호텔,983
34,신내차량기지야구장,서울 중랑구 용마산로136길 33-0,레저스포츠시설,960
35,중랑캠핑숲,서울 중랑구 송림길 160-0,도시공원,889
36,중화동제일시장,서울 중랑구 동일로139다길 40-0,시장,887
37,인,서울 중랑구 동일로 959-0,모텔,875
38,렛츠런CCC중랑지점,서울 중랑구 망우로 390-0,육상레저스포츠,800
39,모웰상봉점,서울 중랑구 망우로 316-0,기타쇼핑시설,789
40,까치공원,서울 중랑구 사가정로49길 56-0,도시공원,760
41,극락사,서울 중랑구 망우로91길 100-0,종교성지,742
42,중화체육공원,서울 중랑구,도시공원,726
43,옹기테마공원,서울 중랑구 신내로21길 116-0,도시공원,704
44,아미가모텔,서울 중랑구 동일로 623-1,모텔,651
45,용마공원,서울 중랑구 망우로70길 118-0,도시공원,630
46,호텔코안도르,서울 중랑구 망우로 374-0,모텔,615
47,테마21모텔,서울 중랑구 망우로 278-0,모텔,591
48,리츠모텔,서울 중랑구 동일로 567-0,모텔,590
49,다이소망우2호점,서울 중랑구 망우로 416-0,기타쇼핑시설,500
50,신세대프라자,서울 중랑구 겸재로49길 18-0,쇼핑몰,496
51,일광사,서울 중랑구 용마산로113길 21-0,종교성지,460
52,동원골목시장,서울 중랑구 상봉로 49-0,시장,455
53,소파어린이공원,서울 중랑구,도시공원,448
54,597모텔,서울 중랑구 동일로 597-0,모텔,445
55,남촌공원,서울 중랑구,도시공원,433
56,유영상가,서울 중랑구 봉우재로70길 96-0,쇼핑몰,430
57,아테네모텔,서울 중랑구 상봉로28길 13-0,모텔,422
58,법장사,서울 중랑구 숙선옹주로 69-0,종교성지,391
59,호텔초이,서울 중랑구 용마산로 427-0,모텔,387
60,코통령서울점,서울 중랑구 면목로72길 22-0,테마공원,386
61,늘푸른공원,서울 중랑구,도시공원,367
62,나들이마당,서울 중랑구,도시공원,364
63,법만사,서울 중랑구 동일로140길 100-0,종교성지,341
64,T호텔,서울 중랑구 중랑역로 4-0,모텔,336
65,경륜경정중랑지점,서울 중랑구 상봉로 117-0,수상레저스포츠,327
66,에스호텔,서울 중랑구 동일로 964-0,모텔,323
67,돌산체육공원,서울 중랑구,도시공원,320
68,줌모텔,서울 중랑구 봉우재로33길 69-0,모텔,306
69,햇살공원,서울 중랑구,도시공원,303
70,송계공원,서울 중랑구,도시공원,281
71,중랑천둔치,서울 중랑구,기타관광,252
72,다이소사가정2호점,서울 중랑구 면목로 290-0,기타쇼핑시설,242
73,다이소먹골역점,서울 중랑구 동일로 889-0,기타쇼핑시설,241
74,M모텔,서울 중랑구 상봉로28길 11-0,모텔,237
75,샘터공원,서울 중랑구 답십리로81길 35-0,도시공원,230
76,JY모텔,서울 중랑구 상봉로25가길 9-0,모텔,229
77,프린스모텔,서울 중랑구 사가정로 381-0,모텔,220
78,오거리공원,서울 중랑구,도시공원,208
79,보현정사,서울 중랑구 봉화산로45길 9-31,종교성지,203
80,중랑천물놀이장,서울 중랑구,테마공원,193
81,호텔901,서울 중랑구 망우로50길 18-0,모텔,191
82,용마랜드눈썰매장,서울 중랑구 망우로70길 105-0,육상레저스포츠,174
83,덤코리아,서울 중랑구 중랑천로15길 20-0,기타쇼핑시설,158
84,아이누리수영장중랑센터,서울 중랑구 신내로17길 13-0,테마공원,153
85,중랑구민회관대극장,서울 중랑구 면목로 238-0,공연시설,151
86,더자바호텔,서울 중랑구 중랑천로 54-0,모텔,150
87,리베라모텔,서울 중랑구 망우로48길 39-0,모텔,143
88,대국사,서울 중랑구 용마산로 337-1,종교성지,141
89,Y호텔,서울 중랑구 망우로50길 29-0,모텔,135
89,사가정시장,서울 중랑구 면목로44길 16-0,시장,135
89,중랑문화원,서울 중랑구 용마산로 215-0,교육시설,135
92,신내근린공원물놀이터,서울 중랑구,테마공원,133
93,힐파크모텔,서울 중랑구 동일로 850-0,모텔,131
94,딥앤하이스포츠,서울 중랑구 망우로 190-0,기타레저스포츠,128
95,저류조공원,서울 중랑구,도시공원,127
96,중랑청소년체험의숲,서울 중랑구,기타레저스포츠,126
97,종합기독교백화점,서울 중랑구 망우로 192-0,기타쇼핑시설,124
98,다이소상봉역점,서울 중랑구 망우로 287-0,기타쇼핑시설,123
99,그랜드젬호텔,서울 중랑구 망우로 423-0,모텔,117
100,호텔피아노,서울 중랑구 망우로42길 10-0,모텔,114
