동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
82,697,기타가족,가족_이모님_오빠,미식,맛집_카페_볶음밥
46,99,연인,커플_애인_남자친구,자연경관,공원_동산_둘레길
39,92,자녀,아들_딸_청소년,문화예술,광장_노래방_문화센터
22,84,친구,지인_친구_동창,레포츠/운동,캠핑_눈썰매장_스키장
20,18,학생,고딩_대학생_중딩,휴식/힐링,나들이_신혼여행_힐링
16,7,회사동료,대리_직장동료_부장,역사유적,묘지_한옥_사찰
6,6,부모님,부모님_할머니_어머님,반려동물,애견_반려동물
4,1,배우자,집사람_와이프,체험,쿠킹클래스
4,0,싱글,싱글,,
