동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
44,806,기타가족,식구_오빠_가족,자연경관,바다_해수욕장_해안,부산송도해수욕장
17,436,친구,지인_친구,미식,아메리카노_양파_와인,부산송도해수욕장
11,28,부모님,아빠_할매,역사유적,다리,부산송도해수욕장
10,11,연인,커플_여자친구,문화예술,광장_공장,부산송도해수욕장
3,9,싱글,혼자,휴식/힐링,힐링_호캉스_나들이,부산송도해수욕장
2,4,배우자,남편,레포츠/운동,낚시_서핑_캠핑,부산송도해수욕장
2,0,회사동료,직원,,,부산송도해수욕장
