연령대,남성방문 비율,여성방문 비율
70세 이상,4.9,4.7
60~69세,11.1,7.7
50~59세,13.5,12.7
40~49세,11.5,7.9
30~39세,6.5,5.2
20~29세,4.7,3.2
10~19세,2.1,3.2
