동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
1,7,친구,친구,자연경관,공원,부천중앙공원
0,2,,,휴식/힐링,나들이,부천중앙공원
