순위,관광지명,주소,분류,외지인 검색 수
1,독일마을,경남 남해군 독일로 92-0,기타관광,151363
2,보리암,경남 남해군 보리암로 665-0,종교성지,82552
3,아난티남해,경남 남해군 남서대로1179번길 40-109,콘도미니엄,48925
4,상주은모래비치,경남 남해군 상주로 17-0,자연경관(하천/해양),47933
5,설리스카이워크,경남 남해군 미송로303번길 176-0,기타관광,31761
6,남해보물섬전망대,경남 남해군 동부대로 720-0,랜드마크관광,29226
7,미조항,경남 남해군 미조로 235-0,자연경관(하천/해양),21860
8,사우스케이프오너스클럽,경남 남해군 흥선로 1545-0,육상레저스포츠,18862
9,남해전통시장,경남 남해군 화전로 110-0,시장,18264
10,남해상상양떼목장편백숲,경남 남해군 설천로775번길 364-0,기타관광,14197
11,남해편백자연휴양림,경남 남해군 금암로 658-0,자연공원,13489
12,아난티남해CC,경남 남해군 남서대로1179번길 40-109,육상레저스포츠,11424
13,섬이정원,경남 남해군 남면로 1534-110,테마공원,10141
14,송정솔바람해변,경남 남해군,자연경관(하천/해양),8235
15,설리해수욕장,경남 남해군,자연경관(하천/해양),8129
16,원예예술촌,경남 남해군 예술길 39-0,기타관광,7372
17,사촌해수욕장,경남 남해군,자연경관(하천/해양),7077
18,미국마을,경남 남해군 미국마을길 8-0,기타관광,6910
19,남해스포츠파크호텔,경남 남해군 스포츠파크길 73-0,호텔,5972
20,이순신순국공원,경남 남해군,도시공원,4804
21,호텔어반아일랜드,경남 남해군 서부로 1503-22,호텔,4581
22,상주은모래비치캠핑장,경남 남해군 상주로 17-4,캠핑,3859
23,두곡해수욕장,경남 남해군,자연경관(하천/해양),3550
24,버드하우스캠핑장,경남 남해군 서부로 1455-10,캠핑,3376
25,문항어촌체험휴양마을,경남 남해군 강진로206번길 54-19,농/산/어촌체험,3344
26,물건항,경남 남해군 동부대로1030번길 0-0,자연경관(하천/해양),3187
27,엘림마리나앤리조트,경남 남해군 동부대로1122번길 74-19,콘도미니엄,3155
28,용문사,경남 남해군 용문사길 166-11,종교성지,3027
29,남해전도갯벌체험장,경남 남해군 동부대로1662번길 18-8,기타레저스포츠,2930
30,항도몽돌해수욕장,경남 남해군,자연경관(하천/해양),2875
31,노랑카라반&고카트,경남 남해군 남해대로 1607-0,기타레저스포츠,2777
32,더뷰1151,경남 남해군 남서대로 1477-0,펜션/민박,2642
33,남해유배문학관,경남 남해군 남해대로 2745-0,전시시설,2628
34,웨이포인트풀빌라,경남 남해군 남서대로 1803-64,펜션/민박,2345
35,남해나비생태공원,경남 남해군 금암로 562-23,도시공원,2305
36,물건방조어부림,경남 남해군,기타관광,2289
37,왕지벚꽃길,경남 남해군,데이트코스,2263
38,충렬사,경남 남해군 노량로183번길 27-0,역사유적지,2219
39,남해초전마을캠핑장,경남 남해군 동부대로14번길 27-21,캠핑,2207
40,빌라드남해,경남 남해군 남서대로 1921-40,펜션/민박,2205
41,호텔이제,경남 남해군 양화금로 59-7,호텔,2143
42,남해대교유람선,경남 남해군 노량로 177-0,기타관광,2089
43,남해라운지32리조트,경남 남해군 남서대로 539-0,펜션/민박,2000
44,라피스호텔,경남 남해군 서부로 1503-16,호텔,1916
45,둔촌갯벌생태체험,경남 남해군,기타관광,1915
46,노구방파제,경남 남해군,자연경관(하천/해양),1908
47,마린피아스파&풀빌라,경남 남해군 남면로 946-3,펜션/민박,1842
48,한려해상국립공원금산탐방센터,경남 남해군 남해대로 918-11,자연공원,1745
49,천하몽돌해수욕장,경남 남해군,자연경관(하천/해양),1666
50,앵강다숲,경남 남해군 성남로 105-0,농/산/어촌체험,1659
51,서상항,경남 남해군 남서대로1687번길 0-0,자연경관(하천/해양),1638
52,오페라하우스펜션,경남 남해군 남서대로 499-0,펜션/민박,1635
53,남해비치호텔,경남 남해군 남서대로 575-13,호텔,1603
54,물미해안도로,경남 남해군,데이트코스,1571
55,남해가천마을다랑이논,경남 남해군,역사유적지,1553
56,설리리조트펜션,경남 남해군 미송로303번안길 3-0,펜션/민박,1543
57,바람흔적미술관,경남 남해군 금암로 519-4,전시시설,1514
58,남해스테이,경남 남해군 남서대로 1886-40,펜션/민박,1511
59,남해토피아랜드,경남 남해군 서부로 270-106,도시공원,1484
60,지족죽방렴,경남 남해군,기타관광,1459
61,베이클럽,경남 남해군 흥선로 447-42,콘도미니엄,1428
62,맨하탄모텔,경남 남해군 화전로 60-3,모텔,1425
62,사우스코스트,경남 남해군 남면로 1651-147,펜션/민박,1425
64,물건남방파제,경남 남해군,자연경관(하천/해양),1408
65,상상속의펜션,경남 남해군 남면로 389-80,펜션/민박,1309
66,미조방파제,경남 남해군,자연경관(하천/해양),1294
67,스머프마을,경남 남해군 남서대로 1357-12,펜션/민박,1291
68,남해베네치아리조트,경남 남해군 미송로 249-11,콘도미니엄,1248
69,다랭이마을해맞이행사,경남 남해군,기타문화관광지,1243
70,아레스모텔,경남 남해군 남해대로 2611-3,모텔,1232
71,남해뜰펜션,경남 남해군 미송로 181-64,펜션/민박,1210
72,더파티펜션,경남 남해군 남면로 914-1,펜션/민박,1197
73,두모마을캠핑장,경남 남해군,캠핑,1194
74,오션하임,경남 남해군 남해대로 447-0,펜션/민박,1187
75,남해적정온도펜션,경남 남해군 남서대로 1803-18,펜션/민박,1181
75,썬앤문펜션,경남 남해군 남해대로675번길 27-0,펜션/민박,1181
77,고운미소펜션,경남 남해군 남서대로 431-10,펜션/민박,1178
78,한려해상국립공원남해대교지구,경남 남해군 노량로 226-0,자연공원,1176
79,초전몽돌해수욕장,경남 남해군,자연경관(하천/해양),1167
