연령대,남성방문 비율,여성방문 비율
70세 이상,2.5,1.6
60~69세,12.4,5.0
50~59세,20.3,8.0
40~49세,14.9,4.9
30~39세,12.1,4.2
20~29세,7.9,3.6
10~19세,1.0,1.0
