연령대,남성방문 비율,여성방문 비율
70세 이상,2.0,1.3
60~69세,9.9,4.4
50~59세,13.7,5.9
40~49세,15.3,5.5
30~39세,16.6,8.2
20~29세,8.9,4.9
10~19세,1.1,0.8
