동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
12,86,기타가족,형제_조카_가족,자연경관,바다_동굴_숲,장생포고래박물관
4,56,배우자,남편,문화예술,박물관_수족관_체험관,장생포고래박물관
2,51,부모님,아빠,미식,물고기_카페_고래고기,장생포고래박물관
2,8,자녀,딸,레포츠/운동,놀이터_수영장,장생포고래박물관
2,5,친구,친구,역사유적,다리,장생포고래박물관
2,0,회사동료,직원,,,장생포고래박물관
