동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
38,180,기타가족,가족_엄마_동생,자연경관,바다_전망대_산,목포갓바위&해상보행교
15,138,부모님,아버지_아빠_부모님,미식,차_식당_버섯,목포갓바위&해상보행교
6,73,친구,친구_지인,레포츠/운동,등산_산행_낚시,목포갓바위&해상보행교
3,39,자녀,딸_아들,문화예술,광장_박물관,목포갓바위&해상보행교
2,33,연인,커플_남자친구,역사유적,한옥_다리_서당,목포갓바위&해상보행교
2,8,회사동료,차장,휴식/힐링,힐링_힐링여행_나들이,목포갓바위&해상보행교
1,2,배우자,아내,체험,템플스테이,목포갓바위&해상보행교
1,0,싱글,혼자,,,목포갓바위&해상보행교
