동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
447,1457,기타가족,가족_동생_엄마,자연경관,바다_전망대_해변,고성통일전망타워
31,561,부모님,어머니_아빠_아버지,미식,차_미역국_오징어순대,고성통일전망타워
14,364,자녀,아들_청소년_자식,휴식/힐링,나들이_힐링_생태관광,고성통일전망타워
7,72,배우자,남편_아내,문화예술,박물관_전시관_국악원,고성통일전망타워
6,32,친구,친구,레포츠/운동,놀이마당_등산_놀이동산,고성통일전망타워
3,29,회사동료,임원,역사유적,교회_다리_유적지,고성통일전망타워
2,3,학생,대학생,체험,vr체험,고성통일전망타워
2,0,싱글,혼자,,,고성통일전망타워
