연령대,남성방문 비율,여성방문 비율
70세 이상,6.3,5.7
60~69세,10.2,11.8
50~59세,8.1,10.9
40~49세,6.4,7.5
30~39세,6.3,6.7
20~29세,5.9,6.4
10~19세,2.9,3.7
