동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
23,540,기타가족,가족_오빠_동서,자연경관,시골_바다_해변
15,310,연인,애인_커플,미식,조기_번데기_음식점
10,43,부모님,부모님_할아버지_아버지,레포츠/운동,수영장_낚시_글램핑
9,18,싱글,싱글,체험,갯벌체험
6,17,자녀,학생_자녀,반려동물,애견_반려동물_애완동물
2,16,회사동료,직원,문화예술,카지노_광장_노래방
1,11,배우자,남편,역사유적,정자_다리
0,1,,,휴식/힐링,물멍
