연령대,남성방문 비율,여성방문 비율
70세 이상,3.3,2.6
60~69세,9.4,9.9
50~59세,9.9,12.9
40~49세,6.7,8.0
30~39세,7.7,8.3
20~29세,7.2,8.7
10~19세,2.2,2.2
