연령대,남성방문 비율,여성방문 비율
70세 이상,4.9,5.7
60~69세,9.8,8.0
50~59세,12.2,10.0
40~49세,10.9,7.2
30~39세,9.0,4.3
20~29세,8.1,5.1
10~19세,2.1,1.8
