연령대,남성방문 비율,여성방문 비율
70세 이상,4.8,4.6
60~69세,12.2,10.5
50~59세,12.8,14.2
40~49세,9.0,7.2
30~39세,6.4,5.9
20~29세,4.0,3.6
10~19세,1.6,1.4
