순위,관광지명,주소,분류,외지인 검색 수
1,대전오월드,대전 중구 사정공원로 70-0,테마공원,82191
2,오정농수산물도매시장,대전 대덕구 한밭대로 987-0,시장,75910
3,대전월드컵경기장,대전 유성구 월드컵대로 32-0,레저스포츠시설,54454
4,노은농수산물도매시장,대전 유성구 노은동로 33-0,시장,49686
5,한밭수목원,대전 서구 둔산대로 169-0,자연공원,47867
6,장태산자연휴양림,대전 서구 장안로 461-0,자연공원,40782
7,대전신세계Art&Science,대전 유성구 엑스포로 1-0,복합관광시설,40442
8,유성호텔,대전 유성구 온천로 9-0,호텔,37934
9,롯데시티호텔대전,대전 유성구 엑스포로123번길 33-0,호텔,35857
10,한화생명이글스파크,대전 중구 대종로 373-0,레저스포츠시설,31993
11,대전컨벤션센터제1전시장,대전 유성구 엑스포로 107-0,전시시설,31404
12,계룡스파텔,대전 유성구 온천로 81-0,호텔,31279
13,ICC호텔,대전 유성구 엑스포로123번길 55-0,호텔,30955
14,현대프리미엄아울렛대전점,대전 유성구 테크노중앙로 123-0,쇼핑몰,30667
15,대전중앙시장,대전 동구 대전로785번길 26-0,시장,29184
16,라마다호텔대전,대전 유성구 계룡로 127-0,호텔,28752
17,엑스포코아,대전 유성구 엑스포로 488-0,쇼핑몰,28643
18,국립중앙과학관,대전 유성구 대덕대로 481-0,전시시설,28174
19,대전역동광장,대전 동구 새둑길 143-0,기타관광,27605
20,우리들공원,대전 중구 중앙로138번길 30-0,도시공원,26531
21,해돋이전망대,대전 동구,랜드마크관광,25463
22,호텔인터시티,대전 유성구 온천로 92-0,호텔,22624
23,호텔오노마대전,대전 유성구 엑스포로 1-0,호텔,20728
24,대전아쿠아리움,대전 중구 보문산공원로 469-0,테마공원,19231
25,만인산자연휴양림,대전 동구 산내로 106-0,자연공원,19133
26,뿌리공원,대전 중구 뿌리공원로 79-0,도시공원,18559
27,토요코인호텔대전점,대전 서구 둔산중로134번길 13-0,호텔,17309
28,엑스포과학공원,대전 유성구 엑스포로 55-0,도시공원,16848
29,자운대체력단련장,대전 유성구 자운로 272-83,육상레저스포츠,16673
30,한민시장,대전 서구 도솔로308번길 27-0,시장,14441
31,상소동산림욕장,대전 동구 산내로 748-0,자연공원,13715
32,대청공원,대전 대덕구,도시공원,13703
33,한미르대덕CC,대전 유성구 테크노중앙로 210-0,육상레저스포츠,13329
34,도마큰시장,대전 서구 도마4길 64-0,시장,12902
35,롯데시네마대전둔산,대전 서구 대덕대로 325-0,공연시설,12793
36,호텔선샤인,대전 동구 동서대로 1700-0,호텔,12580
37,샤크존,대전 서구 둔산중로 19-0,쇼핑몰,12013
38,로데오타운,대전 서구 문정로 77-0,쇼핑몰,11758
39,유성CC,대전 유성구 현충원로 200-0,육상레저스포츠,11742
40,대청호,대전 대덕구,자연경관(하천/해양),11691
41,식장산,대전 동구,자연경관(산),11554
42,중리전통시장,대전 대덕구 중리북로37번길 11-0,시장,10967
43,옛터민속박물관,대전 동구 산내로 321-35,전시시설,10805
44,대전컨벤션센터제2전시장,대전 유성구 엑스포로 87-0,전시시설,10800
45,장동산림욕장,대전 대덕구,자연공원,10581
46,계족산황톳길,대전 대덕구 산디로 79-70,기타레저스포츠,10202
47,대청호로하스캠핑장,대전 대덕구 대청로424번길 200-0,캠핑,9973
48,호텔그레이톤둔산,대전 서구 둔산중로 70-0,호텔,9920
49,용운국제수영장,대전 동구 동부로 138-0,테마공원,9797
50,엑스포시민광장,대전 서구 둔산대로 169-0,도시공원,9722
51,안영생활체육공원,대전 중구,도시공원,9587
52,롯데시네마대전관저,대전 서구 봉우로8번길 23-0,공연시설,9476
53,유림공원,대전 유성구 어은로 27-0,도시공원,9417
54,대청호오백리길4구간,대전 동구,기타레저스포츠,9226
55,문창시장,대전 중구 문창로10번길 45-0,시장,9201
56,호텔스카이파크대전1호점,대전 유성구 테크노중앙로 161-0,호텔,9085
57,CGV대전가수원,대전 서구 도안동로11번길 45-0,공연시설,9070
58,사이언스대덕골프장,대전 유성구 유성대로1689번길 69-0,육상레저스포츠,8996
59,CGV대전,대전 중구 계백로 1700-0,공연시설,8604
60,롯데시네마대전센트럴,대전 서구 대덕대로 216-0,공연시설,8553
60,대전엑스포아쿠아리움,대전 유성구 엑스포로 1-0,테마공원,8553
62,CGV대전탄방,대전 서구 문정로 85-0,공연시설,8095
63,호텔스탕달,대전 유성구 온천북로 14-0,호텔,7978
64,대전시립미술관,대전 서구 둔산대로 155-0,전시시설,7716
65,보문산전망대,대전 중구 보문산공원로 426-83,랜드마크관광,7602
66,방동저수지,대전 유성구,자연경관(하천/해양),7585
67,남선공원,대전 서구 남선로 66-0,도시공원,7399
68,동춘당공원,대전 대덕구 동춘당로94번길 50-0,도시공원,7355
69,대전근현대사전시관,대전 중구 중앙로 101-0,전시시설,7294
70,으능정이문화거리,대전 중구 중앙로 170-0,테마공원,7223
71,대동하늘공원,대전 동구,도시공원,7143
72,마치광장,대전 서구 구봉로131번길 0-0,도시공원,6881
73,길치근린공원,대전 대덕구 신상로 65-0,도시공원,6837
74,스튜디오큐브,대전 유성구 대덕대로 480-0,기타문화관광지,6465
75,대전시립연정국악원,대전 서구 둔산대로 169-0,공연시설,6192
76,대청댐물문화관,대전 대덕구 대청로 618-136,전시시설,6169
77,레지던스호텔라인,대전 서구 둔산로51번길 76-0,모텔,6159
78,벨레자호텔,대전 동구 동서대로1683번길 46-8,호텔,6072
79,NC백화점대전유성점 (2022년05월개점예정),대전 유성구 계룡로 119-0,쇼핑몰,5999
80,메가박스대전중앙로,대전 중구 중앙로 126-0,공연시설,5421
81,대청호자연수변공원,대전 동구 대청호수로545번길 0-0,도시공원,5398
82,뉴삼부프라자,대전 중구 태평로 71-0,쇼핑몰,5358
83,둔산선사유적지,대전 서구 대덕대로317번길 9-0,역사유적지,5338
84,대전나무호텔,대전 유성구 온천서로 30-6,호텔,5305
85,노루벌캠핑장,대전 서구,캠핑,5280
86,상소오토캠핑장,대전 동구 산내로 748-0,캠핑,5197
87,유성시장,대전 유성구 유성대로730번길 24-0,시장,5176
88,사정공원,대전 중구 사정공원로 160-0,도시공원,5102
89,CGV유성노은,대전 유성구 노은로 144-0,공연시설,5039
90,송강프라자,대전 유성구 봉산로 27-0,쇼핑몰,4937
91,CGV대전터미널,대전 동구 동서대로1695번길 30-0,공연시설,4897
92,메가박스대전유성,대전 유성구 계룡로132번길 10-0,공연시설,4845
93,유성문화원,대전 유성구 문화원로 46-0,교육시설,4777
94,대전시립박물관,대전 유성구 도안대로 398-0,전시시설,4744
95,탑클라우드호텔대전점,대전 유성구 온천로101번길 20-0,모텔,4655
96,베스트인시티호텔,대전 중구 대종로386번길 1-0,모텔,4613
97,S&호텔,대전 유성구 테크노중앙로 69-0,호텔,4582
98,대전시청광장,대전 서구 둔산로 100-0,도시공원,4346
99,세천유원지,대전 동구 세천공원로 68-0,복합관광시설,4275
100,오동선대청호벚꽃길,대전 동구,기타관광,4272
