순위,업소명,주소,분류,현지인 검색 수
1,설성식당[한식],전남 강진군 병영성로 92-0,한식,590
2,다강한정식[한식],전남 강진군 중앙로 193-0,한식,322
3,예향[한식],전남 강진군 오감길 2-0,한식,250
4,병영서가네,전남 강진군 병영성로 73-0,한식,214
5,목삼정,전남 강진군 덕남로 87-0,한식,211
6,청자골종가집[한식],전남 강진군 종합운동장길 106-11,한식,193
7,수인관[한식],전남 강진군 병영성로 107-10,한식,179
8,벙커,전남 강진군 까막섬로 73-0,카페/찻집,166
9,강진만한정식[한식],전남 강진군 보은로 73-0,한식,110
10,드롭탑강진점,전남 강진군 탐진로 73-0,카페/찻집,106
11,왕성식당,전남 강진군 보은로3길 45-0,한식,104
12,갑진갈비,전남 강진군 중앙로 161-0,한식,90
13,이디야커피강진점,전남 강진군 영랑로 5-0,카페/찻집,85
14,은행나무[한식],전남 강진군 영랑로4길 30-0,한식,82
15,모란한정식[한식],전남 강진군 오감길 2-0,한식,81
15,파리바게뜨전남강진점,전남 강진군 중앙로 104-0,간이음식,81
17,모란추어탕,전남 강진군 탑동길 5-0,한식,75
18,롯데리아강진점,전남 강진군 중앙로 88-0,간이음식,73
19,강진만갯벌탕,전남 강진군 동성로 16-0,한식,70
19,병영연탄불고기,전남 강진군 병영성로 87-0,한식,70
21,청자식당,전남 강진군 칠량로 86-3,한식,69
22,금두꺼비강진본점,전남 강진군 서성4길 11-0,한식,66
23,우리식당,전남 강진군 도암중앙로 81-0,한식,65
23,차이나 루[중식],전남 강진군 중앙로 113-0,외국식,65
25,비취에물들다,전남 강진군 청자촌길 20-16,카페/찻집,53
26,민들레는민들레,전남 강진군 해안관광로 1083-0,카페/찻집,51
26,이바돔감자탕강진점,전남 강진군 탐진로 61-0,한식,51
28,우정식당,전남 강진군 운주로 599-0,외국식,49
29,우아민물나라,전남 강진군 사문로 98-0,한식,48
30,가우도수산,전남 강진군 월곶로 476-0,한식,41
30,한끼,전남 강진군 보은로1길 15-0,외국식,41
32,원정흑염소,전남 강진군 예향로 59-10,한식,35
33,금보석[중식],전남 강진군 진흥로 11-1,외국식,34
33,백운옥판차이야기,전남 강진군 백운로 107-0,카페/찻집,34
35,해태식당[한식],전남 강진군 서성안길 6-0,한식,33
36,가출,전남 강진군 중저길 15-20,카페/찻집,31
36,무지개식당,전남 강진군 영랑로4길 12-2,외국식,31
38,궁전횟집,전남 강진군 미항로 136-0,외국식,28
38,마량회타운,전남 강진군 미항로 136-0,외국식,28
38,수경당,전남 강진군 박산1길 33-0,카페/찻집,28
41,우리수산회센터,전남 강진군 삼일로 30-0,외국식,27
42,목리장어센터,전남 강진군 목리길 80-0,외국식,26
42,항아리보쌈,전남 강진군 보은로3길 46-1,외국식,26
42,예향[한식],전남 강진군 보은로3길 11-1,한식,26
45,분홍나루,전남 강진군 청자로 1606-0,카페/찻집,22
45,착한돼지,전남 강진군 이학래길 1-4,한식,22
47,가우도국밥,전남 강진군 청자로2길 90-0,한식,19
47,강당가든[한식],전남 강진군,한식,19
49,루트77,전남 강진군 종합운동장길 45-0,카페/찻집,18
49,옥이칼국수,전남 강진군 보은로4길 38-0,한식,18
49,카페림스가든,전남 강진군 해강로 1038-7,카페/찻집,18
49,청림농원,전남 강진군 목화길 15-0,한식,18
53,풍미식당,전남 강진군 송계로 900-1,한식,17
54,녹향월촌한우명품관,전남 강진군 백운로 95-5,한식,16
54,대통령밥상[한식],전남 강진군 오감길 2-0,한식,16
54,옥이생선구이,전남 강진군 보은로안길 32-0,한식,16
54,금강산식당,전남 강진군 영랑로4길 21-0,한식,16
58,둥지식당,전남 강진군 보은로3길 48-3,한식,15
58,배스킨라빈스전남강진점,전남 강진군 영랑로 28-0,간이음식,15
58,돌담한정식[한식],전남 강진군 영랑생가길 5-0,한식,15
61,강남회관,전남 강진군 보은로2길 23-0,한식,13
61,도원참치,전남 강진군 까치내로 1020-0,외국식,13
61,시골마당,전남 강진군 송계로 829-0,한식,13
61,그리너,전남 강진군 서문길 29-9,카페/찻집,13
65,26빵집,전남 강진군 시장길 19-0,간이음식,12
65,백악관,전남 강진군 종합운동장길 50-16,한식,12
65,석문정,전남 강진군 백도로 2059-7,한식,12
