순위,업소명,주소,분류,외지인 검색 수
1,설성식당[한식],전남 강진군 병영성로 92-0,한식,9276
2,다강한정식[한식],전남 강진군 중앙로 193-0,한식,3975
3,예향[한식],전남 강진군 오감길 2-0,한식,3852
4,청자골종가집[한식],전남 강진군 종합운동장길 106-11,한식,2718
5,수인관[한식],전남 강진군 병영성로 107-10,한식,2564
6,병영서가네,전남 강진군 병영성로 73-0,한식,2228
7,목삼정,전남 강진군 덕남로 87-0,한식,1921
8,벙커,전남 강진군 까막섬로 73-0,카페/찻집,1744
9,강진만한정식[한식],전남 강진군 보은로 73-0,한식,1551
10,모란한정식[한식],전남 강진군 오감길 2-0,한식,1029
11,강진만갯벌탕,전남 강진군 동성로 16-0,한식,867
12,왕성식당,전남 강진군 보은로3길 45-0,한식,863
13,은행나무[한식],전남 강진군 영랑로4길 30-0,한식,860
14,우리식당,전남 강진군 도암중앙로 81-0,한식,840
15,병영연탄불고기,전남 강진군 병영성로 87-0,한식,719
16,해태식당[한식],전남 강진군 서성안길 6-0,한식,615
17,파리바게뜨전남강진점,전남 강진군 중앙로 104-0,간이음식,596
18,이디야커피강진점,전남 강진군 영랑로 5-0,카페/찻집,580
19,모란추어탕,전남 강진군 탑동길 5-0,한식,502
20,롯데리아강진점,전남 강진군 중앙로 88-0,간이음식,456
21,갑진갈비,전남 강진군 중앙로 161-0,한식,447
22,마량회타운,전남 강진군 미항로 136-0,외국식,446
23,우정식당,전남 강진군 운주로 599-0,외국식,430
24,목리장어센터,전남 강진군 목리길 80-0,외국식,413
25,청자식당,전남 강진군 칠량로 86-3,한식,399
26,우아민물나라,전남 강진군 사문로 98-0,한식,387
27,궁전횟집,전남 강진군 미항로 136-0,외국식,350
28,금두꺼비강진본점,전남 강진군 서성4길 11-0,한식,347
29,예향[한식],전남 강진군 보은로3길 11-1,한식,320
30,옥이생선구이,전남 강진군 보은로안길 32-0,한식,316
31,백운옥판차이야기,전남 강진군 백운로 107-0,카페/찻집,306
32,가우도수산,전남 강진군 월곶로 476-0,한식,289
33,분홍나루,전남 강진군 청자로 1606-0,카페/찻집,283
34,가출,전남 강진군 중저길 15-20,카페/찻집,267
35,금보석[중식],전남 강진군 진흥로 11-1,외국식,251
36,명동식당[한식],전남 강진군 서성안길 5-0,한식,240
36,한끼,전남 강진군 보은로1길 15-0,외국식,240
38,차이나 루[중식],전남 강진군 중앙로 113-0,외국식,225
39,우리수산회센터,전남 강진군 삼일로 30-0,외국식,215
40,원정흑염소,전남 강진군 예향로 59-10,한식,214
41,민들레는민들레,전남 강진군 해안관광로 1083-0,카페/찻집,206
42,이바돔감자탕강진점,전남 강진군 탐진로 61-0,한식,197
43,시골마당,전남 강진군 송계로 829-0,한식,191
44,무지개식당,전남 강진군 영랑로4길 12-2,외국식,189
45,강진책빵,전남 강진군 보은로3길 48-0,간이음식,173
45,루트77,전남 강진군 종합운동장길 45-0,카페/찻집,173
47,카페림스가든,전남 강진군 해강로 1038-7,카페/찻집,159
48,옥이칼국수,전남 강진군 보은로4길 38-0,한식,143
48,파스쿠찌강진군청점,전남 강진군 탐진로 103-0,카페/찻집,143
50,배스킨라빈스전남강진점,전남 강진군 영랑로 28-0,간이음식,139
51,비취에물들다,전남 강진군 청자촌길 20-16,카페/찻집,134
52,강진탐진강장어나라,전남 강진군 목리길 83-13,한식,133
53,매자리식당,전남 강진군 청자로 1157-0,한식,132
54,가우도국밥,전남 강진군 청자로2길 90-0,한식,123
55,둥지식당,전남 강진군 보은로3길 48-3,한식,122
55,풍미식당,전남 강진군 송계로 900-1,한식,122
57,으뜸식당,전남 강진군 오감길 2-0,한식,118
57,항아리보쌈,전남 강진군 보은로3길 46-1,외국식,118
59,26빵집,전남 강진군 시장길 19-0,간이음식,105
60,궁전한우촌,전남 강진군 보은로 62-0,한식,99
60,대통령밥상[한식],전남 강진군 오감길 2-0,한식,99
60,진선미식당,전남 강진군 송계로 898-0,한식,99
63,부엌여행,전남 강진군 남문길 17-0,한식,97
64,수경당,전남 강진군 박산1길 33-0,카페/찻집,89
65,청자골식당,전남 강진군 해강로 974-0,외국식,88
66,배진강,전남 강진군 남삼인길 6-0,한식,83
67,저두맛집,전남 강진군 보은로3길 20-0,한식,82
68,다산정,전남 강진군 다산로 527-10,외국식,81
69,청림농원,전남 강진군 목화길 15-0,한식,80
70,강진장어촌,전남 강진군 진흥로 15-0,외국식,79
71,돌담한정식[한식],전남 강진군 영랑생가길 5-0,한식,77
72,석문정,전남 강진군 백도로 2059-7,한식,75
72,금강산식당,전남 강진군 영랑로4길 21-0,한식,75
74,거북횟집,전남 강진군 미항로 139-3,외국식,73
75,도원참치,전남 강진군 까치내로 1020-0,외국식,71
76,카페JPG,전남 강진군 사의재길 53-1,카페/찻집,61
77,카페청,전남 강진군 사의재길 31-8,카페/찻집,59
77,그리너,전남 강진군 서문길 29-9,카페/찻집,59
