유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
전라남도 장흥군 , 전라남도 강진군,15.5,1
전라남도 영암군 , 전라남도 강진군,12.8,1
전라남도 해남군 , 전라남도 강진군,12.3,1
전라남도 완도군 , 전라남도 강진군,8.1,1
전라남도 목포시 , 전라남도 강진군,7.8,1
전라남도 나주시 , 전라남도 강진군,5.1,1
전라남도 무안군 , 전라남도 강진군,4.8,1
광주광역시 광산구 , 전라남도 강진군,4.1,1
전라남도 보성군 , 전라남도 강진군,3.9,1
광주광역시 서구 , 전라남도 강진군,3.1,1
광주광역시 북구 , 전라남도 강진군,2.3,1
광주광역시 남구 , 전라남도 강진군,2.2,1
전라남도 순천시 , 전라남도 강진군,2.1,1
전라남도 진도군 , 전라남도 강진군,1.2,1
전라남도 광양시 , 전라남도 강진군,1.1,1
전라남도 함평군 , 전라남도 강진군,1.1,1
전라남도 화순군 , 전라남도 강진군,1.1,1
전라남도 여수시 , 전라남도 강진군,1.1,1
광주광역시 동구 , 전라남도 강진군,0.8,1
전라북도 고창군 , 전라남도 강진군,0.8,1
 전라남도 강진군,전라남도 장흥군,17.8,2
 전라남도 강진군,전라남도 해남군,12.9,2
 전라남도 강진군,전라남도 완도군,12.4,2
 전라남도 강진군,전라남도 목포시,12.3,2
 전라남도 강진군,전라남도 영암군,10.5,2
 전라남도 강진군,전라남도 무안군,5.7,2
 전라남도 강진군,전라남도 나주시,5.1,2
 전라남도 강진군,전라남도 보성군,3.0,2
 전라남도 강진군,광주광역시 광산구,2.5,2
 전라남도 강진군,광주광역시 서구,2.4,2
 전라남도 강진군,전라남도 순천시,2.1,2
 전라남도 강진군,전라남도 여수시,2.0,2
 전라남도 강진군,전라남도 진도군,1.5,2
 전라남도 강진군,광주광역시 북구,1.1,2
 전라남도 강진군,전라남도 화순군,0.9,2
 전라남도 강진군,광주광역시 남구,0.8,2
 전라남도 강진군,전라남도 고흥군,0.7,2
 전라남도 강진군,전라남도 광양시,0.6,2
 전라남도 강진군,광주광역시 동구,0.4,2
 전라남도 강진군,전라남도 함평군,0.4,2
