연령대,남성방문 비율,여성방문 비율
70세 이상,1.8,1.9
60~69세,6.0,5.2
50~59세,8.4,10.2
40~49세,8.5,8.3
30~39세,9.8,10.0
20~29세,10.4,12.8
10~19세,2.9,2.7
