연령대,남성방문 비율,여성방문 비율
70세 이상,7.9,7.2
60~69세,15.9,11.1
50~59세,17.1,12.2
40~49세,6.2,5.2
30~39세,4.6,3.4
20~29세,3.6,1.8
10~19세,2.2,0.9
