동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
6,113,기타가족,가족,자연경관,바다_해안_해안가,신두리해수욕장
2,35,배우자,남편,미식,조개_라면_차,신두리해수욕장
0,11,,,레포츠/운동,캠핑,신두리해수욕장
0,2,,,휴식/힐링,나들이,신두리해수욕장
