연령대,남성방문 비율,여성방문 비율
70세 이상,2.7,2.4
60~69세,9.9,5.9
50~59세,16.2,11.7
40~49세,12.0,8.1
30~39세,8.8,5.4
20~29세,6.3,5.0
10~19세,2.5,2.4
