동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
79,575,기타가족,가정_가족_엄마,미식,물고기_와인_새우젓,광명동굴(가학광산)
29,461,자녀,청소년_자식_아들,자연경관,동굴_식물원_폭포,광명동굴(가학광산)
22,71,부모님,아빠_엄빠_어머니,문화예술,광장_박물관_아쿠아리움,광명동굴(가학광산)
21,18,연인,여자친구_남자친구_연인,휴식/힐링,나들이_힐링,광명동굴(가학광산)
18,13,배우자,남편_신랑_아내,레포츠/운동,테마파크_놀이공원_놀이터,광명동굴(가학광산)
11,9,친구,친구,체험,공포체험_동굴체험,광명동굴(가학광산)
1,2,회사동료,직원,반려동물,반려동물_동물,광명동굴(가학광산)
0,2,,,역사유적,민속촌,광명동굴(가학광산)
