순위,업소명,주소,분류,합산 검색 수
1,하누소창동본점,서울 도봉구 노해로 327-0,한식,16187
2,맥도날드쌍문DT점,서울 도봉구 도봉로 541-0,간이음식,13511
3,메이다이닝,서울 도봉구 도봉로169길 202-0,외국식,8158
4,경복궁창동점,서울 도봉구 도봉로 610-0,한식,7629
5,스타벅스쌍문도봉로점,서울 도봉구 도봉로 444-0,카페/찻집,7469
6,맥도날드방학역DT점,서울 도봉구 도봉로 735-0,간이음식,7348
7,무수옥,서울 도봉구 도봉로165길 15-0,한식,6964
8,대문한정식[한식],서울 도봉구 시루봉로 139-6,한식,6724
9,도봉산양고기,서울 도봉구 도봉로191길 99-6,한식,6603
10,황금정원,서울 도봉구 방학로 312-0,한식,6481
11,옹기꽃게장,서울 도봉구 도봉산4가길 14-9,외국식,4901
12,와겐커피방학점,서울 도봉구 도봉로150마길 15-0,카페/찻집,4214
13,천지연서울창동점,서울 도봉구 도봉로 526-0,한식,3977
14,삿뽀로창동점,서울 도봉구 도봉로 610-0,외국식,3714
15,사이코우스시쌍문점,서울 도봉구 방학로7길 99-0,외국식,3657
16,우설화창동점,서울 도봉구 도봉로 526-0,한식,3632
17,동해수산,서울 도봉구 도봉로 663-8,외국식,3547
18,버거킹쌍문SK점,서울 도봉구 도봉로 437-0,간이음식,3423
19,탐앤탐스창동본점,서울 도봉구 노해로 285-0,카페/찻집,3270
20,감포면옥,서울 도봉구 노해로 243-0,한식,3149
21,삼오집,서울 도봉구 도봉로165길 4-0,외국식,2700
22,동적깡통구이쌍문점,서울 도봉구 도봉로109길 30-0,한식,2699
23,스시혼,서울 도봉구 도봉로110길 8-0,외국식,2631
24,최고집칼국수방학점,서울 도봉구 방학로 286-0,한식,2558
25,버거킹쌍문점,서울 도봉구 도당로 6-0,간이음식,2487
26,망향비빔국수창동점,서울 도봉구 도봉로 534-0,한식,2398
27,설담재,서울 도봉구 도봉로 562-0,한식,2377
28,산도토리임자탕,서울 도봉구 덕릉로60길 13-0,한식,2294
28,최고집칼국수,서울 도봉구 덕릉로 270-0,한식,2294
30,홍가네풍천장어,서울 도봉구 방학로 290-7,외국식,2220
31,장수옥설렁탕도가니탕,서울 도봉구 도봉로 805-0,한식,2068
32,은행골도봉점,서울 도봉구 마들로 684-0,외국식,1926
33,일심해장국,서울 도봉구 방학로 204-0,한식,1899
33,장위동유성집본점,서울 도봉구 도봉로180나길 56-0,한식,1899
35,쌍문동판다쓰[중식],서울 도봉구 우이천로24길 49-0,외국식,1809
36,황금코다리쌍문점,서울 도봉구 시루봉로 68-0,한식,1728
37,뚱보냉면,서울 도봉구 도봉로110길 51-0,한식,1709
38,인디언소울,서울 도봉구 도봉산길 12-15,외국식,1702
39,묵은지사랑,서울 도봉구 도봉로164길 38-0,한식,1688
40,채선당쌍문점,서울 도봉구 도봉로 533-0,외국식,1658
41,모래스푼,서울 도봉구 시루봉로 2-0,카페/찻집,1655
42,키웨스트커피연산군묘점,서울 도봉구 방학로17길 85-0,카페/찻집,1625
43,조마루감자탕쌍문점,서울 도봉구 도봉로 569-0,한식,1622
44,태림산채정식[한식],서울 도봉구 노해로60길 32-0,한식,1607
45,스타벅스쌍문역점,서울 도봉구 도봉로 480-0,카페/찻집,1594
46,KFC우이동점,서울 도봉구 삼양로 544-0,간이음식,1552
47,투썸플레이스방학역점,서울 도봉구 도봉로 696-0,카페/찻집,1544
48,히비끼,서울 도봉구 마들로 664-5,외국식,1529
49,원주추어탕,서울 도봉구 방학로 247-0,한식,1493
50,명륜진사갈비서울도봉산점,서울 도봉구 도봉산길 10-0,한식,1459
