연령대,남성방문 비율,여성방문 비율
70세 이상,2.1,2.8
60~69세,9.9,6.6
50~59세,12.8,12.3
40~49세,9.9,7.0
30~39세,10.4,7.7
20~29세,7.6,6.6
10~19세,1.7,1.9
