동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
2,11,부모님,부모님,미식,닭갈비_카페,강촌레일파크
2,2,친구,친구,문화예술,클럽,강촌레일파크
0,2,,,역사유적,다리,강촌레일파크
