동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
1,2,배우자,남편,문화예술,박물관,정관박물관
0,2,,,자연경관,공원_등산로,정관박물관
