기준연월,지역명,방문자 수
202108,경기도 의왕시 ,2143500.0
202110,경기도 의왕시 ,2587611.0
202109,경기도 의왕시 ,2614160.0
202111,경기도 의왕시 ,2270930.0
202112,경기도 의왕시 ,2069949.0
202201,경기도 의왕시 ,2117561.0
202202,경기도 의왕시 ,1816578.0
202203,경기도 의왕시 ,2201839.0
202204,경기도 의왕시 ,2486427.0
202205,경기도 의왕시 ,2759389.0
202206,경기도 의왕시 ,2418854.0
202207,경기도 의왕시 ,2524916.0
