업종대분류명,업종중분류명,중분류 소비액
쇼핑업,레저용품쇼핑,3.213795968E9
쇼핑업,대형쇼핑몰,6.801520583E10
쇼핑업,관광기념품,1.5697E7
숙박업,기타숙박,1.161747178E9
식음료업,식음료,6.0565983963E10
여가서비스업,골프장,1.26308665E9
여가서비스업,기타레저,2.26794271E8
여가서비스업,관광유원시설,4.470996E7
여가서비스업,문화서비스,1.7947457E8
여행업,여행업,0.0
운송업,렌터카,150000.0
운송업,육상운송,0.0
