동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
143,1821,기타가족,엄마_가정_오빠,미식,냉면_마늘_보리밥
87,306,연인,커플_애인_여친,자연경관,습지_둘레길_시골
33,222,학생,대학생_고딩_고3,문화예술,박물관_클럽_공장
27,172,자녀,딸_아들_아드님,레포츠/운동,캠핑_바다낚시_등산
23,116,회사동료,부장_대리_직원,휴식/힐링,피크닉_나들이_즐길거리
21,94,친구,친구_여사친_남사친,반려동물,애견_유기견_반려묘
20,9,부모님,아부지_아빠_할머니,역사유적,한옥_성당_정자
10,2,배우자,애엄마_신랑_남편,체험,템플스테이
7,0,싱글,싱글,,
