연령대,남성방문 비율,여성방문 비율
70세 이상,4.2,3.5
60~69세,9.8,8.7
50~59세,11.8,11.4
40~49세,9.8,8.7
30~39세,6.4,5.4
20~29세,6.4,3.9
10~19세,4.5,3.9
