동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
0,14,,,레포츠/운동,스키장_스키,지산 포레스트 리조트 스키장
0,1,,,미식,카카오,지산 포레스트 리조트 스키장
