순위,관광지명,주소,분류,합산 검색 수
1,동훈힐마루CC,경남 창녕군 영산계성로 469-195,육상레저스포츠,40910
2,우포늪,경남 창녕군,자연경관(하천/해양),22181
3,부곡CC,경남 창녕군 온천로 445-0,육상레저스포츠,20370
4,산토끼노래동산,경남 창녕군 이방로 623-0,도시공원,17817
5,부곡하와이(폐장),경남 창녕군 온천중앙로 77-0,복합관광시설,16153
6,우포늪생태관,경남 창녕군 우포늪길 220-0,전시시설,13551
7,부곡온천,경남 창녕군,웰니스관광,11533
8,우포잠자리나라,경남 창녕군 우포2로 333-0,전시시설,11217
9,부곡로얄관광호텔,경남 창녕군 온천중앙로 3-0,호텔,10444
10,남지체육공원,경남 창녕군,도시공원,8658
11,삼성온천호텔,경남 창녕군 온천중앙로 12-0,모텔,8062
12,키즈스테이호텔인부곡,경남 창녕군 온천2길 48-0,호텔,6560
13,부곡스파디움따오기호텔,경남 창녕군 온천중앙로 42-0,호텔,5926
14,화왕산군립공원자하곡매표소,경남 창녕군 자하곡길 10-0,자연공원,5025
15,관룡사,경남 창녕군 화왕산관룡사길 171-0,종교성지,5023
16,크라운호텔,경남 창녕군 온천로 634-13,호텔,4738
17,창녕낙동강유채축제,경남 창녕군,기타문화관광지,4574
18,영산만년교,경남 창녕군 원다리길 42-0,역사유적지,4417
19,컨티뉴호텔,경남 창녕군 대합산업단지로 119-9,호텔,4017
20,화왕산자연휴양림,경남 창녕군 청간길 128-126,자연공원,3788
21,화왕산SPA호텔,경남 창녕군 온천1길 3-0,호텔,3727
22,K모텔,경남 창녕군 온천2길 20-0,모텔,3707
23,우포늪생태체험장,경남 창녕군 우포2로 370-0,전시시설,3695
24,창녕공설시장,경남 창녕군 창녕시장길 66-0,시장,3587
25,화왕산군립공원,경남 창녕군,자연공원,3188
26,호텔레인보우,경남 창녕군 온천중앙로 33-0,호텔,2937
27,연지못,경남 창녕군,자연경관(하천/해양),2765
28,한성호텔,경남 창녕군 온천중앙로 47-0,호텔,2511
29,남지개비리길,경남 창녕군,기타레저스포츠,2457
30,도성암,경남 창녕군 자하곡길 147-0,종교성지,2253
31,창녕박물관,경남 창녕군 창밀로 34-0,전시시설,2241
32,창녕우포승마장,경남 창녕군 우포2로 864-0,육상레저스포츠,2127
33,하이츠호텔,경남 창녕군 남지중앙1길 47-9,모텔,2017
34,그랜드호텔,경남 창녕군 온천2길 40-0,호텔,1825
35,이방시장,경남 창녕군 이방대합로 353-0,시장,1796
36,창녕시장,경남 창녕군 창녕대로 10-0,시장,1711
37,우포출렁다리,경남 창녕군,기타레저스포츠,1557
38,남지시장,경남 창녕군 본동길 4-0,시장,1518
39,우포생태촌,경남 창녕군 우포2로 330-0,호스텔,1501
40,해드림푸드,경남 창녕군 경남대로 4897-41,시장,1444
41,옥천계곡,경남 창녕군,자연경관(산),1206
42,화왕산군립공원옥천매표소,경남 창녕군 계성화왕산로 638-0,기타관광,1204
43,토마토호텔,경남 창녕군 남지중앙1길 53-3,모텔,1187
44,창녕스포츠파크축구장,경남 창녕군,레저스포츠시설,1136
45,법성사,경남 창녕군 계성화왕산로 187-0,종교성지,1124
46,신라호텔,경남 창녕군 온천중앙로 19-0,모텔,1052
47,가고파호텔,경남 창녕군 온천중앙로 51-0,모텔,1001
48,창녕교동고분군,경남 창녕군,역사유적지,992
49,학포수변생태공원,경남 창녕군,도시공원,946
50,해드림,경남 창녕군 명리공단길 46-0,시장,941
51,창녕석빙고,경남 창녕군,역사유적지,865
52,박진전쟁기념관,경남 창녕군 월상길 27-0,전시시설,850
53,문도트호텔,경남 창녕군 경남대로 5742-13,모텔,830
54,허쉬캠프,경남 창녕군 내외동길 11-0,캠핑,784
55,별숲글램핑,경남 창녕군 구연화길 62-0,캠핑,781
