연령대,남성방문 비율,여성방문 비율
70세 이상,5.1,5.8
60~69세,8.6,9.4
50~59세,10.0,10.5
40~49세,8.3,6.8
30~39세,8.4,6.7
20~29세,8.3,7.6
10~19세,2.2,1.5
