연령대,남성방문 비율,여성방문 비율
70세 이상,3.6,3.9
60~69세,5.2,6.3
50~59세,8.3,9.7
40~49세,10.4,10.5
30~39세,8.6,9.0
20~29세,7.2,7.2
10~19세,4.2,4.2
