순위,업소명,주소,분류,외지인 검색 수
1,헤이마,대구 동구 파계로 583-0,카페/찻집,12636
2,스타벅스대구팔공산점,대구 동구 파계로 650-0,카페/찻집,11904
3,팔공노을철판구이,대구 동구 서촌로 98-1,한식,9395
4,곤지곤지[한식],대구 동구 서촌로 14-0,한식,9177
5,스타벅스동대구로DT점,대구 동구 동대구로 422-0,카페/찻집,8696
6,커들포드,대구 동구 팔공로 1334-0,카페/찻집,8620
7,티아이티에프,대구 동구 팔공산로 1169-0,카페/찻집,8582
8,스타벅스대구동촌유원지점,대구 동구 효동로2길 45-0,카페/찻집,8580
9,레이틀리92,대구 동구 초례로 6-0,카페/찻집,8427
10,동림식당,대구 동구 파계로116길 49-0,한식,7025
11,마고플레인아양점,대구 동구 해동로 107-0,간이음식,6731
12,수수밀소,대구 동구 매여로 320-0,카페/찻집,6590
13,아미타,대구 동구 팔공로 507-0,간이음식,6536
14,로렐트리,대구 동구 효동로6길 122-0,외국식,6267
15,트리팜,대구 동구 서촌로 133-0,카페/찻집,6016
16,스타벅스대구각산역DT점,대구 동구 안심로 383-0,카페/찻집,5955
16,황토시골집,대구 동구 파계로 602-0,한식,5955
18,하늘천따지,대구 동구 서촌로 129-0,외국식,5869
19,디어밸리,대구 동구 파계로 360-0,간이음식,5842
20,팔공산장작구이,대구 동구 서촌로 82-0,한식,5820
21,가마솥에누른밥,대구 동구 서촌로23길 13-11,외국식,5754
22,밥을짓다,대구 동구 팔공산로9길 6-1,한식,5389
23,맥도날드대구동호DT점,대구 동구 안심로 403-0,간이음식,5330
24,마고플레인비스타혁신점,대구 동구 혁신대로 104-0,카페/찻집,5190
25,핸즈커피동촌유원지점,대구 동구 효동로6길 5-6,카페/찻집,4608
26,큰기와집,대구 동구 서촌로 106-0,한식,4420
27,브런치달랏,대구 동구 팔공로 400-6,외국식,4387
28,메종듀미디,대구 동구 서촌로21길 11-0,카페/찻집,4377
29,투썸플레이스대구동촌유원지점,대구 동구 효동로6길 46-0,카페/찻집,4371
30,팔공산닭갈비,대구 동구 파계로 154-8,외국식,4282
31,홍천뚝배기,대구 동구 공항로 130-0,한식,4187
32,스타벅스대구봉무점,대구 동구 팔공로51길 15-11,카페/찻집,4100
33,스타벅스대구율하점,대구 동구 안심로16길 47-0,카페/찻집,3901
34,평화시장닭똥집골목,대구 동구,기타음식,3791
35,더기네장어[한식],대구 동구 팔공산로2길 88-0,한식,3775
36,맥도날드방촌DT점,대구 동구 동촌로 243-0,간이음식,3698
37,브리니팔공,대구 동구 팔공로206길 4-0,카페/찻집,3660
38,삼성웰스토리코스트코대구혁신도시,대구 동구 첨단로 10-0,기타음식,3608
39,SUBWAY대구동촌DT점,대구 동구 해동로 259-0,간이음식,3550
40,산중식당,대구 동구 팔공산로185길 55-0,한식,3443
41,동봉,대구 동구 팔공로 995-0,한식,3442
