동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
1913,8600,기타가족,언니_오빠_삼촌,미식,맛집_카페_수박
1261,3445,부모님,부모_조부모_부모님,자연경관,바다_밭_계곡
583,2970,연인,애인_커플_여자친구,레포츠/운동,수영장_캠핑_낚시
346,2010,친구,친구_지인,문화예술,노래방_카지노_광장
126,938,학생,중딩_고3_고딩,휴식/힐링,가을여행_힐링_테라피
103,119,자녀,아들_딸_워킹맘,역사유적,교회_생가_다리
91,109,회사동료,대리_차장_동료,반려동물,애견_애견미용_반려견
48,13,배우자,아내_신랑_신부,체험,다도체험_수학여행
26,0,싱글,싱글,,
