순위,관광지명,주소,분류
1,롯데백화점/광주점,광주 동구 독립로 268-0,쇼핑
2,NC웨이브/충장점,광주 동구 중앙로 163-0,쇼핑
3,국립아시아문화전당,광주 동구 문화전당로 38-0,문화시설
4,홈플러스/광주계림점,광주 동구 무등로 314-0,쇼핑
5,남광주시장,광주 동구 제봉로 7-0,쇼핑
6,전망대,광주 동구 무등로 669-0,기타관광지
7,증심사,광주 동구 증심사길 177-0,역사관광지
8,광주중앙도서관,광주 동구 장동로 23-16,문화시설
9,지산유원지,광주 동구 지호로164번길 14-10,휴양관광지
10,구시청사거리,광주 동구,기타관광지
11,대인시장,광주 동구 제봉로194번길 7-1,쇼핑
12,대인시장,광주 동구 제봉로194번길 9-0,쇼핑
13,충장로,광주 동구 충장로 70-1,휴양관광지
14,CGV/광주금남로,광주 동구 중앙로160번길 16-7,공연/행사
15,국립아시아문화전당,광주 동구 문화전당로 38-0,문화관광
16,광주광역시립산수도서관,광주 동구 경양로 355-0,문화시설
17,동성철물상사,광주 동구 독립로 324-0,쇼핑
18,5.18민주화운동기록관,광주 동구 금남로 221-0,문화시설
19,무등산리프트모노레일,광주 동구 지호로164번길 14-10,기타관광지
20,동구문화센터,광주 동구 남문로 646-0,문화시설
21,다이소/충장로1호점,광주 동구 충장로 80-5,쇼핑
22,렛츠런CCC/광주지점,광주 동구 구성로 257-0,레포츠(육상/해상/항공)
23,롯데시네마/충장로,광주 동구 충장로안길 12-0,공연/행사
24,5.18민주화운동기록관,광주 동구 금남로 221-0,문화관광
25,롯데시네마/광주,광주 동구 독립로 268-0,공연/행사
26,현대코아,광주 동구 충장로46번길 3-0,쇼핑
27,반도전자상가,광주 동구 독립로264번길 25-0,쇼핑
28,CGV/광주충장로,광주 동구 중앙로 163-0,공연/행사
29,국립아시아문화전당/하늘마당,광주 동구,문화시설
30,ACC월드뮤직페스티벌,광주 동구 문화전당로 38-0,기타관광지
31,금남지하도상가,광주 동구,쇼핑
32,지산유원지,광주 동구 지호로164번길 14-10,문화관광
33,CGV/광주금남로,광주 동구 중앙로160번길 16-7,문화관광
34,전일빌딩245,광주 동구 금남로 245-0,문화관광
35,CGV/광주충장로,광주 동구 중앙로 163-0,문화관광
36,무등산리프트모노레일,광주 동구 지호로164번길 14-10,기타관광
37,증심사,광주 동구 증심사길 177-0,역사관광
38,지산볼링장,광주 동구 필문대로273번길 29-0,레포츠(육상/해상/항공)
39,롯데시네마/광주,광주 동구 독립로 268-0,문화관광
40,자라/충장로점,광주 동구 충장로 67-0,쇼핑
41,전망대,광주 동구 무등로 669-0,문화관광
42,동구국민체육센터,광주 동구 필문대로205번길 17-0,레포츠(육상/해상/항공)
43,롯데시네마/충장로,광주 동구 충장로안길 12-0,문화관광
44,충장로,광주 동구 충장로 70-1,문화관광
45,충장로상점가,광주 동구 충장로 50-3,쇼핑
46,충금지하상가,광주 동구 금남로 0-0,쇼핑
47,국립아시아문화전당/하늘마당,광주 동구,문화관광
48,알라딘중고서점/광주충장로점,광주 동구 금남로 238-0,쇼핑
49,롯데하이마트/산수점,광주 동구 필문대로 118-0,쇼핑
50,구시청사거리,광주 동구,기타관광
51,광주극장,광주 동구 충장로46번길 10-0,공연/행사
52,LG전자베스트샵/학동점,광주 동구 남문로 643-0,쇼핑
53,골프존파크/학동 남광주점,광주 동구 양림로 120-0,레포츠(육상/해상/항공)
54,5.18민주광장,광주 동구 금남로 245-0,기타관광지
55,ACC월드뮤직페스티벌,광주 동구 문화전당로 38-0,문화관광
56,유성철물금속,광주 동구 서암대로 308-5,쇼핑
57,추억의충장축제,광주 동구 서석로 지하 56-0,기타관광지
58,광주영상복합문화관,광주 동구 제봉로 96-0,문화시설
59,전일빌딩245,광주 동구 금남로 245-0,문화시설
60,조선대학교장미축제,광주 동구 필문대로 309-0,문화관광
61,산수시장,광주 동구 필문대로192번길 17-4,쇼핑
62,푸른마을공동체센터,광주 동구 동명로67번길 29-0,문화시설
63,동구청소년수련관,광주 동구 의재로43번길 27-3,레포츠(육상/해상/항공)
64,와이마트/학동아이파크점,광주 동구 남문로 709-0,쇼핑
65,CU/광주마사회2층2호점,광주 동구 구성로 257-0,쇼핑
66,용산생활체육공원,광주 동구 화산로 318-26,자연관광지
67,몸스타,광주 동구 서석로 24-0,레포츠(육상/해상/항공)
68,원각사,광주 동구 중앙로 197-0,역사관광지
69,5.18민주광장,광주 동구 금남로 245-0,기타관광
70,이마트/동광주점,광주 동구 중앙로 358-0,쇼핑
71,동구다목적체육관,광주 동구 남문로 418-15,기타관광지
72,렛츠런CCC/광주지점,광주 동구 구성로 257-0,레저스포츠
73,문빈정사,광주 동구 증심사길 81-0,역사관광지
74,ZARA/광주점,광주 동구 충장로 67-0,쇼핑
75,룸에이,광주 동구 천변우로 395-0,쇼핑
76,대양타일,광주 동구 독립로 338-0,쇼핑
77,코코식자재마트/용산점,광주 동구 용산4길 5-0,쇼핑
78,이지예우리옷,광주 동구 금남로 162-21,쇼핑
79,미로센터,광주 동구 중앙로196번길 15-12,문화시설
80,퍼블릭마켓,광주 동구 동명로 47-0,쇼핑
81,SGYM/롯데점,광주 동구 독립로 286-0,레포츠(육상/해상/항공)
82,미즈볼링장,광주 동구 중앙로 239-0,레포츠(육상/해상/항공)
83,운림제,광주 동구 동산길 29-0,문화시설
84,골프존파크/충장그랜드점,광주 동구 동계천로 26-0,레포츠(육상/해상/항공)
85,와이즈파크/충장로점,광주 동구 충장로 72-0,쇼핑
86,에이원골프클럽,광주 동구 의재로33번길 38-0,레포츠(육상/해상/항공)
87,자연드림/무진산수점,광주 동구 갈마로 6-0,쇼핑
