순위,업소명,주소,분류,외지인 검색 수
1,커볶,광주 동구 지호로 161-7,카페/찻집,8516
2,스타벅스광주지산DT점,광주 동구 필문대로 240-0,카페/찻집,7485
3,엄마네돼지찌개,광주 동구 문화전당로23번길 33-0,한식,5432
4,수자타,광주 동구 동산길7번길 3-0,외국식,5392
5,미미원,광주 동구 백서로 218-0,한식,5196
6,스타벅스광주무등산점,광주 동구 증심사길 16-0,카페/찻집,4657
7,궁전제과충장점,광주 동구 충장로 93-6,간이음식,4569
8,한남동나른한오후,광주 동구 동명로67번길 16-10,한식,4552
9,스타벅스광주지원DT점,광주 동구 남문로 529-0,카페/찻집,4478
10,스타벅스광주지산유원지입구점,광주 동구 무등로 592-0,카페/찻집,4279
11,산수쌈밥,광주 동구 동계로 11-0,한식,3952
12,꽃피는춘삼월,광주 동구 선교로 50-0,카페/찻집,3921
13,솔밭솥밥[한식],광주 동구 동명로 9-5,한식,3277
14,스타벅스광주동명점,광주 동구 동명로 16-0,카페/찻집,3210
15,민속촌도청점,광주 동구 문화전당로 37-2,한식,3028
16,신락원본점 [중식],광주 동구 충장로 45-5,외국식,3015
17,송하회관,광주 동구 문화전당로35번길 28-5,한식,2817
18,카페지즈,광주 동구 동산길 42-0,카페/찻집,2717
19,광주제일햄버고,광주 동구 구성로194번길 23-0,간이음식,2623
20,빈드럭스,광주 동구 지호로124번길 32-0,카페/찻집,2606
21,황솔촌충장점,광주 동구 중앙로160번길 16-10,한식,2520
22,동명서월,광주 동구 장동로 11-0,외국식,2398
23,어반레시피,광주 동구 의재로136번길 10-0,외국식,2277
24,막동이회관,광주 동구 남문로 614-0,한식,2248
25,남가정,광주 동구 지호로 137-7,한식,2191
26,나주식당,광주 동구 동계천로53번길 2-0,한식,1951
27,마한지,광주 동구 문화전당로 39-1,한식,1933
28,중앙식당,광주 동구 증심사길30번길 15-0,한식,1836
29,코발트,광주 동구 동계천로 143-42,카페/찻집,1793
30,열도지[중식],광주 동구 제봉로82번길 17-0,외국식,1767
31,이영미궁중한방삼계탕지산점,광주 동구 지호로 133-0,한식,1557
32,가족회관[한식],광주 동구 동명로 50-0,한식,1553
33,쌍학[일식],광주 동구 구성로152번길 13-0,외국식,1545
34,엔제리너스광주무등산점,광주 동구 증심사길 25-0,카페/찻집,1542
35,목하식당,광주 동구 동명로25번길 6-0,외국식,1504
36,박순자녹두집,광주 동구 구성로204번길 26-0,한식,1495
36,온천할머니집[한식],광주 동구 지호로127번길 29-0,한식,1495
38,장어명가청산광주점,광주 동구 남문로 275-0,외국식,1485
39,말리화[중식],광주 동구 제봉로82번길 13-5,외국식,1459
40,궁전제과월남점,광주 동구 남문로 347-0,간이음식,1443
41,카페바리에,광주 동구 서석로7번길 14-0,외국식,1327
42,행복담,광주 동구 서석로85번길 2-0,한식,1290
43,아리랑하우스[한식],광주 동구 무등로321번길 2-0,한식,1264
44,농장다리,광주 동구 동명로69번길 2-0,한식,1260
44,스타벅스조선대점,광주 동구 지산로 3-0,카페/찻집,1260
46,사보타지,광주 동구 동계천로95번길 12-0,카페/찻집,1251
47,호시마츠라멘[일식],광주 동구 제봉로110번길 15-0,외국식,1194
48,본투비버거,광주 동구 동명로 37-1,간이음식,1109
49,관가카페밀,광주 동구 의재로96번길 18-0,카페/찻집,1106
50,투썸플레이스광주계림그랜드센트럴점,광주 동구 동계천로 26-0,카페/찻집,1098
51,고려조삼계탕금남점,광주 동구 금남로 231-0,한식,1093
52,캄파니아,광주 동구 지호로124번길 16-1,카페/찻집,1079
53,샤브향광주문화전당점,광주 동구 서석로 40-0,외국식,1075
54,한식경,광주 동구 동명로25번길 6-1,한식,1039
55,팔도강산,광주 동구 지호로127번길 10-7,한식,1004
56,산수커피,광주 동구 동계로12번길 13-0,카페/찻집,986
57,투썸플레이스광주동명동카페거리점,광주 동구 동명로 12-0,카페/찻집,984
58,소맥베이커리,광주 동구 문화전당로26번길 10-2,간이음식,977
59,전망대,광주 동구 무등로 669-0,카페/찻집,976
60,후토루,광주 동구 제봉로82번길 21-0,간이음식,968
61,힉힉호무리과자점,광주 동구 경양로 377-0,간이음식,962
62,귀향정[한식],광주 동구 참판로26번길 21-0,한식,954
63,윤슬베이커리,광주 동구 동계천로 166-0,간이음식,948
64,수정식당,광주 동구 천변우로 393-18,한식,938
65,코코로나인,광주 동구 장동로 36-0,카페/찻집,935
66,관가통오리,광주 동구 의재로96번길 18-0,외국식,932
67,양만휘칼국수,광주 동구 지호로160번길 9-0,한식,929
68,커피스미스광주가로수점,광주 동구 서석로 30-0,카페/찻집,928
69,카페네이프,광주 동구 화산로303번길 78-0,카페/찻집,899
70,칠우불고기,광주 동구 제봉로 194-0,한식,874
71,무등산초밥한정식,광주 동구 무등로 592-0,외국식,856
72,투썸플레이스광주용산지구점,광주 동구 화산로 261-0,카페/찻집,840
73,해안식당동명본점,광주 동구 제봉로98번길 11-19,외국식,838
74,오드블랙,광주 동구 동명로 19-16,카페/찻집,836
75,베네치아지산본점,광주 동구 지호로124번길 16-0,외국식,834
76,동명더밥,광주 동구 동명로 59-0,외국식,833
77,카페온화광주점,광주 동구 동계천로 151-31,카페/찻집,828
