순위,관광지명,주소,분류,현지인 검색 수
1,국립아시아문화전당,광주 동구 문화전당로 38-0,전시시설,4896
2,렛츠런CCC광주지점,광주 동구 구성로 257-0,육상레저스포츠,2347
3,증심사,광주 동구 증심사길 177-0,종교성지,2295
4,남광주시장,광주 동구 제봉로 7-0,시장,1966
5,대인시장,광주 동구 제봉로194번길 9-0,시장,1421
6,CGV광주금남로,광주 동구 중앙로160번길 16-7,공연시설,860
7,전일빌딩245,광주 동구 금남로 245-0,기타문화관광지,762
8,구시청사거리,광주 동구,기타관광,693
9,ACC디자인호텔,광주 동구 금남로 226-11,호텔,576
10,무등파크호텔,광주 동구 지호로164번길 14-10,호텔,562
11,전망대,광주 동구 무등로 669-0,랜드마크관광,548
12,하루모텔,광주 동구 동계천로6번길 9-0,모텔,412
13,금수장관광호텔,광주 동구 무등로321번길 2-0,호텔,392
13,푸른마을공동체센터,광주 동구 동명로67번길 29-0,기타문화관광지,392
15,용산생활체육공원,광주 동구 화산로 318-26,도시공원,372
16,ACC월드뮤직페스티벌,광주 동구 문화전당로 38-0,기타문화관광지,356
17,이끌림비지니스호텔,광주 동구 천변우로 407-0,모텔,334
18,롯데시네마광주,광주 동구 독립로 268-0,공연시설,325
19,지산유원지,광주 동구 지호로164번길 14-10,복합관광시설,304
20,라이크호텔,광주 동구 무등로321번길 20-5,호텔,295
21,롯데시네마충장로,광주 동구 충장로안길 12-0,공연시설,288
22,광주극장,광주 동구 충장로46번길 10-0,공연시설,285
23,CGV광주충장로,광주 동구 중앙로 163-0,공연시설,282
24,벤틀리호텔,광주 동구 서석로10번길 5-0,호텔,278
25,동구청소년수련관,광주 동구 의재로43번길 27-3,육상레저스포츠,270
26,충장로,광주 동구 충장로 70-1,테마공원,260
27,추억의충장축제,광주 동구 서석로 지하 56-0,기타문화관광지,254
28,광주워싱턴호텔,광주 동구 문화전당로35번길 33-0,호텔,212
29,국립아시아문화전당하늘마당,광주 동구,기타문화관광지,187
30,미즈프라자,광주 동구 중앙로 239-0,쇼핑몰,179
31,전통문화관,광주 동구 의재로 222-0,교육시설,173
32,보보스모텔,광주 동구 천변우로 483-4,모텔,165
33,첫번째호텔,광주 동구 백서로 120-0,모텔,164
34,ACC스테이호텔,광주 동구 구성로144번길 5-0,모텔,162
35,운림제,광주 동구 동산길 29-0,기타문화관광지,155
36,호텔더자,광주 동구 동계천로6번길 11-6,모텔,143
37,파레스호텔,광주 동구 중앙로160번길 13-0,모텔,139
38,일번지호텔광주충장로점,광주 동구 천변우로 355-0,모텔,137
39,비지니스호텔듀,광주 동구 구성로144번길 9-0,호텔,126
40,디바인호텔,광주 동구 양림로119번길 5-0,모텔,125
41,바위클라이밍짐,광주 동구 예술길 31-15,기타레저스포츠,115
42,원각사,광주 동구 중앙로 197-0,종교성지,112
43,충장로상점가,광주 동구 충장로 50-3,시장,106
44,골드브라운호텔,광주 동구 백서로125번길 32-5,모텔,102
45,준모텔,광주 동구 동계천로43번길 17-0,모텔,101
46,호텔여기어때충장로점,광주 동구 서석로7번길 3-0,모텔,98
46,미로센터,광주 동구 중앙로196번길 15-12,기타문화관광지,98
48,황토모텔,광주 동구 필문대로165번길 1-11,모텔,94
49,탑캐슬호텔,광주 동구 서석로7번길 16-14,모텔,91
50,문빈정사,광주 동구 증심사길 81-0,종교성지,88
51,호텔더루아,광주 동구 문화전당로35번길 3-10,모텔,84
51,5.18민주화운동기록관,광주 동구 금남로 221-0,전시시설,84
53,제2수원지,광주 동구,자연경관(하천/해양),83
54,호텔야자광주충장로점,광주 동구 중앙로160번길 16-21,모텔,78
54,너릿재공원,광주 동구,도시공원,78
54,전망대,광주 동구 무등로 669-0,카페/찻집,78
57,호텔얌광주구시청점,광주 동구 양림로115번길 15-0,호텔,74
58,서석대,광주 동구,기타관광,69
59,충금지하상가,광주 동구 금남로 0-0,시장,61
60,티파니모텔,광주 동구 천변우로 401-5,모텔,60
61,리젠시모텔,광주 동구 양림로115번길 26-0,모텔,59
61,스위밍차일드광주계림점,광주 동구 무등로 334-0,테마공원,59
63,무등산리프트모노레일,광주 동구 지호로164번길 14-10,기타관광,54
63,한미쇼핑,광주 동구 제봉로 180-0,쇼핑몰,54
65,김냇과1관,광주 동구 구성로204번길 13-0,호스텔,53
