연령대,남성방문 비율,여성방문 비율
70세 이상,4.0,3.6
60~69세,10.1,8.2
50~59세,12.8,9.6
40~49세,11.0,7.2
30~39세,9.3,7.7
20~29세,6.2,5.1
10~19세,1.9,1.5
