연령대,남성방문 비율,여성방문 비율
70세 이상,3.6,4.1
60~69세,7.2,7.9
50~59세,8.6,10.5
40~49세,8.0,7.7
30~39세,8.5,7.5
20~29세,8.8,9.1
10~19세,3.7,3.3
