순위,관광지명,주소,분류,합산 검색 수
1,송도센트럴파크,인천 연수구 컨벤시아대로 160-0,도시공원,215897
2,송도컨벤시아,인천 연수구 센트럴로 123-0,전시시설,129978
3,트리플스트리트A동,인천 연수구 송도과학로16번길 33-1,쇼핑몰,102621
4,트리플스트리트C동,인천 연수구 송도과학로16번길 33-3,쇼핑몰,87530
5,트리플스트리트D동,인천 연수구 송도과학로16번길 33-4,쇼핑몰,76522
6,현대프리미엄아울렛송도점,인천 연수구 송도국제대로 123-0,쇼핑몰,69293
7,송도센트럴파크호텔,인천 연수구 테크노파크로 193-0,호텔,67212
8,오렌지듄스GC,인천 연수구 인천신항대로 1120-0,육상레저스포츠,64768
9,쉐라톤그랜드인천호텔,인천 연수구 컨벤시아대로 153-0,호텔,61037
10,케이슨24,인천 연수구 컨벤시아대로391번길 20-0,기타문화관광지,60520
11,인천신항,인천 연수구,자연경관(하천/해양),60082
12,라마다송도호텔,인천 연수구 능허대로267번길 29-0,호텔,55772
13,오크우드프리미어인천,인천 연수구 컨벤시아대로 165-0,호텔,53741
14,홀리데이인송도호텔,인천 연수구 인천타워대로 251-0,호텔,48505
15,솔찬공원,인천 연수구 컨벤시아대로391번길 20-0,도시공원,47928
16,오라카이송도파크호텔,인천 연수구 테크노파크로 151-0,호텔,44543
17,트리플스트리트B동,인천 연수구 송도과학로16번길 33-2,쇼핑몰,42766
18,잭니클라우스GC코리아,인천 연수구 아카데미로 209-0,육상레저스포츠,36359
19,선학국제빙상경기장,인천 연수구 경원대로 526-0,육상레저스포츠,36127
20,송도골프클럽,인천 연수구 능허대로 236-0,육상레저스포츠,34624
21,NC큐브커낼워크점,인천 연수구 아트센터대로 87-0,쇼핑몰,32686
22,라이크홈,인천 연수구 첨단대로 80-0,기타숙박,32335
23,CGV송도타임스페이스,인천 연수구 하모니로 158-0,공연시설,31822
24,인천상륙작전기념관,인천 연수구 청량로160번길 26-0,전시시설,25987
25,인천시립박물관,인천 연수구 청량로160번길 26-0,전시시설,25611
26,옥련시장,인천 연수구 한나루로79번길 53-0,시장,24993
27,메가박스송도,인천 연수구 송도과학로16번길 33-4,공연시설,23818
28,송도달빛축제공원,인천 연수구 국제항만대로 437-0,도시공원,23041
29,LF스퀘어인천점,인천 연수구 청능대로23번길 11-0,쇼핑몰,22977
30,해돋이공원,인천 연수구 해돋이로 51-0,도시공원,22836
31,스퀘어원,인천 연수구 청능대로 210-0,쇼핑몰,22160
32,인천항국제여객터미널,인천 연수구 국제항만대로326번길 57-0,교통시설,22022
33,아트센터인천,인천 연수구 아트센터대로 222-0,공연시설,21240
34,경원재앰배서더호텔인천,인천 연수구 테크노파크로 200-0,호텔,20643
35,호텔스카이파크인천송도,인천 연수구 컨벤시아대로 233-0,호텔,17631
36,흥륜사,인천 연수구 청량로70번길 40-17,종교성지,14389
37,NC큐브커넬워크겨울,인천 연수구 아트센터대로 87-0,쇼핑몰,11043
38,NC큐브커넬워크가을,인천 연수구 아트센터대로 87-0,쇼핑몰,10798
39,랜드마크시티1호체육공원,인천 연수구 센트럴로 396-0,도시공원,10643
40,CGV드라이브인스퀘어원점,인천 연수구 앵고개로 345-40,공연시설,10497
41,어반스테이인천송도,인천 연수구 아트센터대로168번길 101-0,호텔,10224
42,한국가스공사가스과학관,인천 연수구 인천신항대로 960-0,전시시설,9594
43,송도LNG야구장,인천 연수구 인천신항대로 916-0,레저스포츠시설,9547
44,영남스포츠월드,인천 연수구 새말로107번길 16-0,기타레저스포츠,8814
45,브라운도트호텔인천송도점,인천 연수구 능허대로 227-7,호텔,8619
46,미추홀공원,인천 연수구 해송로 59-0,도시공원,8541
47,송도한옥마을,인천 연수구 테크노파크로 180-0,기타관광,8477
48,인천송도국제캠핑장,인천 연수구 지식기반로 152-0,캠핑,8438
49,호텔498,인천 연수구 용담로85번길 24-0,호텔,8087
50,송도스포츠파크골프장,인천 연수구 인천신항대로892번길 40-0,육상레저스포츠,7495
51,인천스테이호텔,인천 연수구 능허대로 181-0,호텔,7204
52,CGV연수역,인천 연수구 벚꽃로 106-0,공연시설,7045
53,장미근린공원,인천 연수구,도시공원,6875
54,신항바다쉼터,인천 연수구 국제항만대로 437-0,기타관광,6746
55,인천신항관리부두,인천 연수구,자연경관(하천/해양),6328
56,탑피온,인천 연수구 청능대로 109-0,쇼핑몰,5920
57,인더쥬,인천 연수구 송도과학로16번길 33-4,테마공원,5836
58,트라이보울,인천 연수구 인천타워대로 250-0,전시시설,5694
59,송도LNG축구장,인천 연수구,레저스포츠시설,5444
60,CGV인천연수,인천 연수구 청능대로 210-0,공연시설,5442
61,인천도시역사관,인천 연수구 인천타워대로 238-0,전시시설,5371
62,송도도그파크,인천 연수구 센트럴로 350-0,도시공원,5011
63,송도스포츠캠핑장,인천 연수구 인천신항대로892번길 50-0,캠핑,4801
64,인천항국제여객부두,인천 연수구 국제항만대로326번길 29-0,자연경관(하천/해양),4785
65,인천선학나눔야구장,인천 연수구 경원대로 526-0,레저스포츠시설,4611
66,랜드마크송도스테이,인천 연수구 아트센터대로168번길 101-0,호텔,4573
67,호텔아마레,인천 연수구 대암로 3-0,호텔,4552
68,넘버25호텔인천송도점,인천 연수구 인권로9번길 25-0,모텔,4460
69,호불사,인천 연수구 청룡로 80-0,종교성지,4403
70,용담근린공원축구장,인천 연수구,레저스포츠시설,4326
70,인천송도파크골프장,인천 연수구,육상레저스포츠,4326
72,송도유원지눈썰매장,인천 연수구 능허대로 192-0,육상레저스포츠,4121
73,연수체육공원,인천 연수구,도시공원,4115
74,코코호텔,인천 연수구 용담로85번길 8-8,호텔,3965
75,셀럽스테이송도,인천 연수구 아트센터대로168번길 100-0,호텔,3773
76,비블럭클라이밍송도점,인천 연수구 아트센터대로 149-0,기타레저스포츠,3560
77,청학풀장,인천 연수구 청학로 49-0,테마공원,3521
78,용담근린공원,인천 연수구,도시공원,3500
79,옥련국제사격장,인천 연수구 독배로172번길 142-0,육상레저스포츠,3416
80,모닝캄호텔,인천 연수구 능허대로179번길 63-0,모텔,3330
81,국립세계문자박물관건축중(2023년05월개관예정),인천 연수구,전시시설,3210
82,인천대교전망대,인천 연수구 국제항만대로 437-0,랜드마크관광,3207
83,송도코마린WESTBOATHOUSE,인천 연수구 테크노파크로 0-0,수상레저스포츠,3090
84,로뎀모텔,인천 연수구 능허대로179번길 18-10,모텔,3005
85,리치호텔,인천 연수구 능허대로 124-0,모텔,2950
86,바다가보이는집호텔,인천 연수구 능허대로104번길 69-0,호텔,2824
87,송도유원지,인천 연수구 능허대로 192-0,복합관광시설,2790
88,실내암벽클라이밍줌,인천 연수구 청능대로 75-0,기타레저스포츠,2741
89,렛츠런CCC연수지점,인천 연수구 벚꽃로 114-0,육상레저스포츠,2731
90,보보스모텔,인천 연수구 능허대로104번길 59-0,모텔,2613
91,롤러스타,인천 연수구 벚꽃로 106-0,육상레저스포츠,2612
92,토마토모텔,인천 연수구 먼우금로222번길 14-0,모텔,2593
93,호텔큐브,인천 연수구 인권로9번길 21-0,모텔,2578
94,송도LNG종합스포츠타운제4지구야구장,인천 연수구 인천신항대로 1190-0,레저스포츠시설,2544
95,랜드마크시티1호수변공원,인천 연수구,도시공원,2543
96,호텔얌인천송도점,인천 연수구 능허대로191번길 58-0,모텔,2493
97,더노벰버스테이송도랜드마크점,인천 연수구 아트센터대로168번길 101-0,호텔,2411
98,능허대공원,인천 연수구,도시공원,2359
99,송도아메리칸타운아이스링크장,인천 연수구,육상레저스포츠,2280
100,다이소인천대입구역점,인천 연수구 벤처로 10-0,기타쇼핑시설,2270
