순위,업소명,주소,분류,현지인 검색 수
1,포레스트아웃팅스송도점,인천 연수구 청량로 145-0,카페/찻집,21730
2,맥도날드송도GS DT점,인천 연수구 하모니로 128-0,간이음식,19684
3,스타벅스인천송도DT점,인천 연수구 하모니로 136-0,카페/찻집,12728
4,바다쏭,인천 연수구 능허대로 16-0,카페/찻집,10922
5,스타벅스송도컨벤시아대로DT점,인천 연수구 벤처로 10-0,카페/찻집,10892
6,버거킹인천송도SK DT점,인천 연수구 송도과학로 13-0,간이음식,10071
7,스타벅스인천동춘DT점,인천 연수구 앵고개로 171-0,카페/찻집,8636
8,동춘사골순대국동춘점,인천 연수구 동곡재로49번길 8-0,한식,7589
9,송도갈비본점,인천 연수구 능허대로 16-0,한식,7391
10,경복궁삼계탕송도점,인천 연수구 센트럴로 263-0,한식,7351
11,송도갈매기본점,인천 연수구 능허대로151번길 25-0,한식,7325
12,안스베이커리송도점,인천 연수구 센트럴로 160-0,간이음식,6350
13,우판등심인천점,인천 연수구 청량로 61-0,한식,6265
14,브런치빈송도점,인천 연수구 해돋이로151번길 4-0,외국식,5924
15,이학갈비연수점,인천 연수구 먼우금로 208-0,한식,5669
16,백제원[한식],인천 연수구 해돋이로 157-0,한식,5307
17,260도송도유원지점,인천 연수구 청량로109번길 1-0,한식,4547
18,송도주막,인천 연수구 청량로79번길 36-0,한식,4375
19,경복궁한옥마을점,인천 연수구 테크노파크로 180-0,한식,4312
20,맥도날드인천옥련DT점,인천 연수구 비류대로 176-0,간이음식,4244
21,강민주의들밥송도점,인천 연수구 인천타워대로 257-0,한식,4222
22,카페꼼마송도점,인천 연수구 센트럴로 263-0,카페/찻집,4140
23,개성손만두송도점,인천 연수구 인천타워대로 99-0,한식,3830
24,아웃백스테이크하우스송도점,인천 연수구 송도국제대로 157-0,외국식,3773
25,백합칼국수송도본점,인천 연수구 센트럴로 263-0,한식,3535
26,스타벅스송도커넬워크점,인천 연수구 아트센터대로 131-0,카페/찻집,3480
27,쉐이크쉑송도점,인천 연수구 송도과학로16번길 33-2,간이음식,3432
28,스타벅스송도캠퍼스타운역점,인천 연수구 송도과학로27번길 55-0,카페/찻집,3191
29,천지연송도국제신도시점,인천 연수구 첨단대로 80-0,한식,3106
