순위,관광지명,주소,분류,현지인 검색 수
1,인천신항,인천 연수구,자연경관(하천/해양),35709
2,트리플스트리트D동,인천 연수구 송도과학로16번길 33-4,쇼핑몰,31894
3,송도센트럴파크,인천 연수구 컨벤시아대로 160-0,도시공원,28394
4,트리플스트리트A동,인천 연수구 송도과학로16번길 33-1,쇼핑몰,27801
5,트리플스트리트C동,인천 연수구 송도과학로16번길 33-3,쇼핑몰,25362
6,송도컨벤시아,인천 연수구 센트럴로 123-0,전시시설,21267
7,라이크홈,인천 연수구 첨단대로 80-0,기타숙박,16450
8,홀리데이인송도호텔,인천 연수구 인천타워대로 251-0,호텔,16014
9,CGV송도타임스페이스,인천 연수구 하모니로 158-0,공연시설,15489
10,트리플스트리트B동,인천 연수구 송도과학로16번길 33-2,쇼핑몰,15089
11,NC큐브커낼워크점,인천 연수구 아트센터대로 87-0,쇼핑몰,14226
12,옥련시장,인천 연수구 한나루로79번길 53-0,시장,14014
13,케이슨24,인천 연수구 컨벤시아대로391번길 20-0,기타문화관광지,13994
14,오렌지듄스GC,인천 연수구 인천신항대로 1120-0,육상레저스포츠,12610
15,솔찬공원,인천 연수구 컨벤시아대로391번길 20-0,도시공원,12492
16,라마다송도호텔,인천 연수구 능허대로267번길 29-0,호텔,12182
17,현대프리미엄아울렛송도점,인천 연수구 송도국제대로 123-0,쇼핑몰,11236
18,선학국제빙상경기장,인천 연수구 경원대로 526-0,육상레저스포츠,10248
19,인천항국제여객터미널,인천 연수구 국제항만대로326번길 57-0,교통시설,9977
20,메가박스송도,인천 연수구 송도과학로16번길 33-4,공연시설,9239
21,LF스퀘어인천점,인천 연수구 청능대로23번길 11-0,쇼핑몰,9127
22,쉐라톤그랜드인천호텔,인천 연수구 컨벤시아대로 153-0,호텔,8996
23,해돋이공원,인천 연수구 해돋이로 51-0,도시공원,8839
24,송도센트럴파크호텔,인천 연수구 테크노파크로 193-0,호텔,8835
25,오크우드프리미어인천,인천 연수구 컨벤시아대로 165-0,호텔,8748
26,오라카이송도파크호텔,인천 연수구 테크노파크로 151-0,호텔,8219
27,송도달빛축제공원,인천 연수구 국제항만대로 437-0,도시공원,7730
28,아트센터인천,인천 연수구 아트센터대로 222-0,공연시설,6866
29,송도골프클럽,인천 연수구 능허대로 236-0,육상레저스포츠,6691
30,NC큐브커넬워크가을,인천 연수구 아트센터대로 87-0,쇼핑몰,5933
31,NC큐브커넬워크겨울,인천 연수구 아트센터대로 87-0,쇼핑몰,5706
32,잭니클라우스GC코리아,인천 연수구 아카데미로 209-0,육상레저스포츠,5586
