기준연월,지역명,방문자 수
202108,인천광역시 연수구 ,3188253.0
202110,인천광역시 연수구 ,3550547.0
202109,인천광역시 연수구 ,3466519.0
202111,인천광역시 연수구 ,3367763.0
202112,인천광역시 연수구 ,3284081.0
202201,인천광역시 연수구 ,3381790.0
202202,인천광역시 연수구 ,2934267.0
202203,인천광역시 연수구 ,3656694.0
202204,인천광역시 연수구 ,3758987.0
202205,인천광역시 연수구 ,3879285.0
202206,인천광역시 연수구 ,3284225.0
202207,인천광역시 연수구 ,3937587.0
