순위,관광지명,주소,분류
1,현대프리미엄아울렛/송도점,인천 연수구 송도국제대로 123-0,쇼핑
2,코스트코홀세일/송도점,인천 연수구 컨벤시아대로230번길 60-0,쇼핑
3,송도센트럴파크,인천 연수구 컨벤시아대로 160-0,자연관광지
4,트리플스트리트/A동,인천 연수구 송도과학로16번길 33-1,쇼핑
5,스퀘어원,인천 연수구 청능대로 210-0,쇼핑
6,이마트/연수점,인천 연수구 경원대로 184-0,쇼핑
7,롯데마트/송도점,인천 연수구 컨벤시아대로 177-0,쇼핑
8,트리플스트리트/C동,인천 연수구 송도과학로16번길 33-3,쇼핑
9,케이슨24,인천 연수구 컨벤시아대로391번길 20-0,문화시설
10,홈플러스/인천송도점,인천 연수구 송도국제대로 165-0,쇼핑
11,솔찬공원,인천 연수구 컨벤시아대로391번길 20-0,자연관광지
12,트리플스트리트/D동,인천 연수구 송도과학로16번길 33-4,쇼핑
13,트리플스트리트/B동,인천 연수구 송도과학로16번길 33-2,쇼핑
14,홈플러스/인천연수점,인천 연수구 청능대로 210-0,쇼핑
15,롯데마트/연수점,인천 연수구 청능대로 87-0,쇼핑
16,NC큐브/커낼워크점,인천 연수구 아트센터대로 87-0,쇼핑
17,송도컨벤시아,인천 연수구 센트럴로 123-0,문화시설
18,송도센트럴파크,인천 연수구 컨벤시아대로 160-0,문화관광
19,CGV/송도타임스페이스,인천 연수구 하모니로 158-0,공연/행사
20,송도타임스페이스,인천 연수구 하모니로 158-0,쇼핑
21,LF스퀘어/인천점,인천 연수구 청능대로23번길 11-0,쇼핑
22,송도달빛축제공원,인천 연수구 국제항만대로 437-0,자연관광지
23,다이소/인천대입구역점,인천 연수구 벤처로 10-0,쇼핑
24,인천시립박물관,인천 연수구 청량로160번길 26-0,문화시설
25,송도블루오션골프클럽,인천 연수구 지식기반로 152-0,레포츠(육상/해상/항공)
26,인천상륙작전기념관,인천 연수구 청량로160번길 26-0,문화시설
27,해돋이공원,인천 연수구 해돋이로 51-0,자연관광지
28,다이소/송도트리플스트리트점,인천 연수구 송도과학로16번길 33-4,쇼핑
29,삼성전자서비스/연수휴대폰센터,인천 연수구 경원대로 294-0,쇼핑
30,아트센터/인천,인천 연수구 아트센터대로 222-0,공연/행사
31,메가박스/송도,인천 연수구 송도과학로16번길 33-4,공연/행사
32,옥련시장,인천 연수구 한나루로79번길 53-0,쇼핑
