연령대,남성방문 비율,여성방문 비율
70세 이상,4.6,3.9
60~69세,12.5,9.6
50~59세,12.1,10.3
40~49세,8.8,6.0
30~39세,7.1,5.1
20~29세,9.6,5.2
10~19세,2.4,1.7
