연령대,남성방문 비율,여성방문 비율
70세 이상,5.2,3.8
60~69세,11.4,9.5
50~59세,11.9,11.9
40~49세,8.1,8.7
30~39세,6.5,5.8
20~29세,7.6,4.4
10~19세,2.8,1.5
