연령대,남성방문 비율,여성방문 비율
70세 이상,4.0,2.9
60~69세,13.0,8.4
50~59세,15.8,11.5
40~49세,10.7,5.7
30~39세,7.7,5.1
20~29세,8.0,4.1
10~19세,1.5,1.2
