연령대,남성방문 비율,여성방문 비율
70세 이상,2.1,2.5
60~69세,4.5,4.5
50~59세,7.0,7.7
40~49세,9.5,8.9
30~39세,11.8,12.5
20~29세,10.7,11.5
10~19세,2.4,2.6
