순위,업소명,주소,분류,합산 검색 수
1,신도농장정육식당,경기 안산시 상록구 사사안골2길 18-0,한식,29225
2,유니스의정원,경기 안산시 상록구 반월천북길 139-0,카페/찻집,23414
3,봉궁순대국본점,경기 안산시 상록구 사사안골길 2-2,한식,13537
4,아초원,경기 안산시 상록구 비늘치길 49-0,한식,9650
5,모더스브레드,경기 안산시 상록구 남산평길 154-0,카페/찻집,8947
6,귀인한우촌,경기 안산시 상록구 새말길 18-1,한식,7479
7,롯데리아안산DT점,경기 안산시 상록구 예술광장1로 68-0,간이음식,6588
8,스타벅스안산한대앞역점,경기 안산시 상록구 광덕1로 379-0,카페/찻집,6410
9,방일해장국군포점,경기 안산시 상록구 서해로 2810-0,한식,6109
10,궁중삼계탕,경기 안산시 상록구 석호공원로 69-0,한식,5967
11,착한고기반월직영점,경기 안산시 상록구 수리실고개길 15-0,한식,5228
12,댕이골전통음식거리,경기 안산시 상록구,기타음식,5192
13,팔곡가든,경기 안산시 상록구 소학2길 9-0,외국식,5008
14,시골순대,경기 안산시 상록구 용신로 351-0,한식,4965
15,정든집,경기 안산시 상록구 남산평길 119-0,한식,4846
16,스타벅스안산한양대점,경기 안산시 상록구 성안길 82-3,카페/찻집,4643
17,스타벅스안산삼성프라자점,경기 안산시 상록구 광덕1로 342-0,카페/찻집,4240
18,해미청,경기 안산시 상록구 각골로 47-0,한식,4230
19,롯데리아안산한양대역점,경기 안산시 상록구 광덕1로 379-0,간이음식,4206
20,소담행,경기 안산시 상록구 오리물길 16-0,카페/찻집,4194
21,촌장골,경기 안산시 상록구 예술광장1로 98-0,한식,4176
22,도깨비왕감자탕한대점,경기 안산시 상록구 양지편로 28-0,한식,4035
23,어부,경기 안산시 상록구 예술광장로 55-0,외국식,4034
24,청담추어정팔곡점,경기 안산시 상록구 해안로 1345-0,한식,3959
25,훈장골한우짝갈비,경기 안산시 상록구 예술광장1로 116-0,한식,3917
26,남도횟집,경기 안산시 상록구 예술광장로 29-0,외국식,3859
27,반월가든,경기 안산시 상록구 지인길 26-5,한식,3847
28,멍쓰런,경기 안산시 상록구 가루개로 165-5,카페/찻집,3812
29,백년교동짬뽕[중식],경기 안산시 상록구 양달말길 5-0,외국식,3677
30,버거킹안산상록수역점,경기 안산시 상록구 용신로 394-0,간이음식,3672
31,돈까스하우스,경기 안산시 상록구 장하로 13-0,외국식,3600
32,리모트플레이스,경기 안산시 상록구 삼천리로 127-6,카페/찻집,3564
33,아초원안산점별관,경기 안산시 상록구 비늘치길 41-0,한식,3482
34,일동토종순대,경기 안산시 상록구 안산대학로 104-0,한식,3397
35,커피가든,경기 안산시 상록구 온수골길 29-9,카페/찻집,3249
36,수가성순두부,경기 안산시 상록구 송호1길 17-0,한식,3239
37,보은집,경기 안산시 상록구 성호로 376-0,한식,3229
38,송호황토마을,경기 안산시 상록구 송호1길 45-0,한식,3222
39,좋은아침페스츄리안산가든점,경기 안산시 상록구 장하로 79-0,간이음식,2964
40,청대문상록수점 [한식],경기 안산시 상록구 본삼로 11-0,한식,2858
41,조순금닭도리탕본점,경기 안산시 상록구 본삼로 39-0,한식,2847
42,울엄마양평해장국안산지사,경기 안산시 상록구 광덕1로 319-0,한식,2741
43,시랑면옥,경기 안산시 상록구 시낭로 39-0,한식,2680
44,제일생고기,경기 안산시 상록구 부곡로 89-0,한식,2615
45,꽃피는화덕피자디485안산본오본점,경기 안산시 상록구 본이로 3-0,간이음식,2568
46,롯데리아안산상록수점,경기 안산시 상록구 상록수로 40-0,간이음식,2565
47,개성손만두요리전문점안산점,경기 안산시 상록구 예술광장1로 52-0,한식,2553
48,홍익돈까스안산본오점,경기 안산시 상록구 상록수로 16-0,외국식,2532
49,투썸플레이스안산꿈의교회점,경기 안산시 상록구 용신로 128-0,카페/찻집,2509
50,산촌칼국수,경기 안산시 상록구 반석로 71-0,한식,2476
51,원산면옥,경기 안산시 상록구 본오로 65-0,한식,2318
52,색동면옥팔곡점,경기 안산시 상록구 해안로 1299-0,한식,2287
53,대궐봉평막국수,경기 안산시 상록구 이호로 24-0,한식,2265
54,포냐향,경기 안산시 상록구 성안길 81-0,외국식,2186
55,가경목장,경기 안산시 상록구 감골로 173-0,한식,2178
56,오브뵈르,경기 안산시 상록구 반월새싹길 15-1,간이음식,2164
57,망향비빔국수안산상록점,경기 안산시 상록구 광덕1로 331-0,한식,2110
58,우리소정육식당,경기 안산시 상록구 안산벌말길 130-0,한식,2083
59,스시메이진안산점,경기 안산시 상록구 상록수로 28-0,외국식,2073
60,옥류정,경기 안산시 상록구 성호로 366-0,한식,2031
61,김명자낙지마당본점,경기 안산시 상록구 샘골로 183-0,외국식,1914
62,양푼애등갈비안산이동본점,경기 안산시 상록구 송호3길 8-0,한식,1908
63,상록한정식[한식],경기 안산시 상록구 해안로 705-0,한식,1853
63,파리바게뜨안산그랑시티자이점,경기 안산시 상록구 해양1로 199-0,간이음식,1853
65,시골홍두깨칼국수,경기 안산시 상록구 성호로 118-0,한식,1834
66,포지타노,경기 안산시 상록구 학사4길 12-0,외국식,1818
67,뚜레쥬르안산다농,경기 안산시 상록구 예술광장로 1-0,간이음식,1808
68,강남동태찜탕전국본점,경기 안산시 상록구 석호로 45-0,한식,1796
69,투썸플레이스안산상록수점,경기 안산시 상록구 상록수로 48-0,카페/찻집,1775
70,안산불고기집,경기 안산시 상록구 송호1길 12-0,한식,1765
71,오리세상,경기 안산시 상록구 동막1길 9-0,외국식,1698
71,묵커피바,경기 안산시 상록구 성안1길 25-0,카페/찻집,1698
73,탐앤탐스한대앞역점,경기 안산시 상록구 광덕1로 366-0,카페/찻집,1690
74,미추원주추어탕,경기 안산시 상록구 송호1길 97-0,한식,1664
75,원산갈비탕,경기 안산시 상록구 송호로 7-2,한식,1663
76,삼수갑산,경기 안산시 상록구 댕이길 82-0,한식,1661
77,수경왕만두찐빵본점,경기 안산시 상록구 본오로 96-0,한식,1646
78,뜨락,경기 안산시 상록구 송호1길 69-0,한식,1634
79,백금당안산점,경기 안산시 상록구 송호3길 15-0,카페/찻집,1610
80,잭인뉴욕스테이크하우스,경기 안산시 상록구 송호1길 35-0,외국식,1596
81,SUBWAY안산한대역점,경기 안산시 상록구 광덕1로 385-0,간이음식,1573
82,투썸플레이스월피점,경기 안산시 상록구 예술광장로 29-0,카페/찻집,1537
83,포크너그랑시티자이점,경기 안산시 상록구 해양1로 199-0,외국식,1528
84,청기와,경기 안산시 상록구 남산평길 122-0,한식,1476
85,구곡산장,경기 안산시 상록구 댕이길 12-0,외국식,1390
86,카츠오모이안산본오점,경기 안산시 상록구 이호로 19-1,외국식,1379
87,수타신짬뽕이동점 [중식],경기 안산시 상록구 삼태기1길 41-0,외국식,1337
88,시골우렁쌈밥본관,경기 안산시 상록구 석호로 103-0,한식,1336
89,남산뜰순두부,경기 안산시 상록구 남산평길 106-8,한식,1323
90,장어가,경기 안산시 상록구 반월로 121-0,외국식,1305
91,투썸플레이스안산한대앞역점,경기 안산시 상록구 광덕1로 382-0,카페/찻집,1301
92,초장집,경기 안산시 상록구 예술광장로 13-0,외국식,1260
93,투파인드피터한양대에리카점,경기 안산시 상록구 성안길 78-4,외국식,1249
94,양양입암리막국수,경기 안산시 상록구 성호로 210-0,한식,1237
95,황제상황버섯삼계탕,경기 안산시 상록구 매화로2길 1-0,한식,1193
96,상록회관연탄구이,경기 안산시 상록구 오목로 11-0,한식,1192
97,바이킹스워프안산점,경기 안산시 상록구 항가울로 422-0,외국식,1181
97,배스킨라빈스안산한대점,경기 안산시 상록구 광덕1로 370-0,간이음식,1181
99,신도세기그랑시티자이점,경기 안산시 상록구 해양5로 11-0,한식,1177
100,24시양푼왕갈비,경기 안산시 상록구 송호1길 5-0,한식,1170
