업종대분류명,업종중분류명,중분류 소비액
쇼핑업,관광기념품,1.9899748E8
쇼핑업,레저용품쇼핑,1.7788329755E10
쇼핑업,대형쇼핑몰,1.309934187E10
숙박업,호텔,1.300311E8
숙박업,기타숙박,2.984409412E9
숙박업,캠핑장/펜션,1990000.0
식음료업,식음료,6.4345037098E10
여가서비스업,관광유원시설,8.281376E7
여가서비스업,골프장,7.34179209E9
여가서비스업,기타레저,8.64275575E8
여가서비스업,문화서비스,7.05736795E8
여행업,여행업,1257200.0
운송업,렌터카,1.313042E7
운송업,육상운송,1714000.0
