연령대,남성방문 비율,여성방문 비율
70세 이상,3.8,2.8
60~69세,9.4,7.3
50~59세,10.3,9.9
40~49세,11.5,8.6
30~39세,10.2,9.7
20~29세,5.4,4.9
10~19세,2.3,2.2
